"GISJOIN","YEAR","REGIONA","DIVISIONA","STATE","STATEA","COUNTY","COUNTYA","COUSUBA","PLACEA","TRACTA","BLKGRPA","CONCITA","AIANHHA","RES_ONLYA","TRUSTA","AITSCEA","ANRCA","CBSAA","CSAA","METDIVA","NECTAA","CNECTAA","NECTADIVA","UAA","CDCURRA","SLDUA","SLDLA","SUBMCDA","SDELMA","SDSECA","SDUNIA","PUMA5A","BTTRA","BTBGA","NAME_E","JOIE001","NAME_M","JOIM001"
"G0202700","2006-2010",NA,NA,"Alaska",2,"Wade Hampton Census",270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wade Hampton Census Area, Alaska",37955,"Wade Hampton Census Area, Alaska",2035
"G0202750","2006-2010",NA,NA,"Alaska",2,"Wrangell City and",275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Wrangell City and Borough, Alaska",50389,"Wrangell City and Borough, Alaska",5242
"G0202820","2006-2010",NA,NA,"Alaska",2,"Yakutat City and",282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yakutat City and Borough, Alaska",65750,"Yakutat City and Borough, Alaska",26367
"G0202900","2006-2010",NA,NA,"Alaska",2,"Yukon-Koyukuk Census",290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yukon-Koyukuk Census Area, Alaska",33712,"Yukon-Koyukuk Census Area, Alaska",2917
"G0400010","2006-2010",NA,NA,"Arizona",4,"Apache",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Apache County, Arizona",30184,"Apache County, Arizona",1368
"G0400030","2006-2010",NA,NA,"Arizona",4,"Cochise",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cochise County, Arizona",44876,"Cochise County, Arizona",1551
"G0400050","2006-2010",NA,NA,"Arizona",4,"Coconino",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Coconino County, Arizona",49510,"Coconino County, Arizona",1484
"G0400070","2006-2010",NA,NA,"Arizona",4,"Gila",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gila County, Arizona",37580,"Gila County, Arizona",2160
"G0400090","2006-2010",NA,NA,"Arizona",4,"Graham",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Graham County, Arizona",41683,"Graham County, Arizona",3124
"G0400110","2006-2010",NA,NA,"Arizona",4,"Greenlee",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greenlee County, Arizona",48696,"Greenlee County, Arizona",2912
"G0400120","2006-2010",NA,NA,"Arizona",4,"La Paz",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"La Paz County, Arizona",32147,"La Paz County, Arizona",2694
"G0400130","2006-2010",NA,NA,"Arizona",4,"Maricopa",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Maricopa County, Arizona",55054,"Maricopa County, Arizona",334
"G0400150","2006-2010",NA,NA,"Arizona",4,"Mohave",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mohave County, Arizona",39785,"Mohave County, Arizona",915
"G0400170","2006-2010",NA,NA,"Arizona",4,"Navajo",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Navajo County, Arizona",39774,"Navajo County, Arizona",1908
"G0400190","2006-2010",NA,NA,"Arizona",4,"Pima",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pima County, Arizona",45521,"Pima County, Arizona",546
"G0400210","2006-2010",NA,NA,"Arizona",4,"Pinal",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pinal County, Arizona",51310,"Pinal County, Arizona",1076
"G0400230","2006-2010",NA,NA,"Arizona",4,"Santa Cruz",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Santa Cruz County, Arizona",36519,"Santa Cruz County, Arizona",2832
"G0400250","2006-2010",NA,NA,"Arizona",4,"Yavapai",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yavapai County, Arizona",43290,"Yavapai County, Arizona",882
"G0400270","2006-2010",NA,NA,"Arizona",4,"Yuma",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Yuma County, Arizona",40340,"Yuma County, Arizona",1162
"G0500010","2006-2010",NA,NA,"Arkansas",5,"Arkansas",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arkansas County, Arkansas",37230,"Arkansas County, Arkansas",2571
"G0500030","2006-2010",NA,NA,"Arkansas",5,"Ashley",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ashley County, Arkansas",34934,"Ashley County, Arkansas",2270
"G0500050","2006-2010",NA,NA,"Arkansas",5,"Baxter",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Baxter County, Arkansas",35606,"Baxter County, Arkansas",1764
"G0500070","2006-2010",NA,NA,"Arkansas",5,"Benton",7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Benton County, Arkansas",50434,"Benton County, Arkansas",988
"G0500090","2006-2010",NA,NA,"Arkansas",5,"Boone",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Boone County, Arkansas",36977,"Boone County, Arkansas",2294
"G0500110","2006-2010",NA,NA,"Arkansas",5,"Bradley",11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bradley County, Arkansas",29908,"Bradley County, Arkansas",3679
"G0500130","2006-2010",NA,NA,"Arkansas",5,"Calhoun",13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Calhoun County, Arkansas",32450,"Calhoun County, Arkansas",3981
"G0500150","2006-2010",NA,NA,"Arkansas",5,"Carroll",15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Carroll County, Arkansas",34235,"Carroll County, Arkansas",2677
"G0500170","2006-2010",NA,NA,"Arkansas",5,"Chicot",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chicot County, Arkansas",21676,"Chicot County, Arkansas",2175
"G0500190","2006-2010",NA,NA,"Arkansas",5,"Clark",19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clark County, Arkansas",31968,"Clark County, Arkansas",3369
"G0500210","2006-2010",NA,NA,"Arkansas",5,"Clay",21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Clay County, Arkansas",29066,"Clay County, Arkansas",2817
"G0500230","2006-2010",NA,NA,"Arkansas",5,"Cleburne",23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleburne County, Arkansas",35753,"Cleburne County, Arkansas",2697
"G0500250","2006-2010",NA,NA,"Arkansas",5,"Cleveland",25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cleveland County, Arkansas",36957,"Cleveland County, Arkansas",6126
"G0500270","2006-2010",NA,NA,"Arkansas",5,"Columbia",27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Columbia County, Arkansas",35148,"Columbia County, Arkansas",3134
"G0500290","2006-2010",NA,NA,"Arkansas",5,"Conway",29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Conway County, Arkansas",32700,"Conway County, Arkansas",3265
"G0500310","2006-2010",NA,NA,"Arkansas",5,"Craighead",31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Craighead County, Arkansas",39233,"Craighead County, Arkansas",1612
"G0500330","2006-2010",NA,NA,"Arkansas",5,"Crawford",33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crawford County, Arkansas",40197,"Crawford County, Arkansas",2040
"G0500350","2006-2010",NA,NA,"Arkansas",5,"Crittenden",35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Crittenden County, Arkansas",33716,"Crittenden County, Arkansas",1384
"G0500370","2006-2010",NA,NA,"Arkansas",5,"Cross",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Cross County, Arkansas",37021,"Cross County, Arkansas",2060
"G0500390","2006-2010",NA,NA,"Arkansas",5,"Dallas",39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dallas County, Arkansas",29602,"Dallas County, Arkansas",2865
"G0500410","2006-2010",NA,NA,"Arkansas",5,"Desha",41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Desha County, Arkansas",29051,"Desha County, Arkansas",3170
"G0500430","2006-2010",NA,NA,"Arkansas",5,"Drew",43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Drew County, Arkansas",32558,"Drew County, Arkansas",2922
"G0500450","2006-2010",NA,NA,"Arkansas",5,"Faulkner",45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Faulkner County, Arkansas",45287,"Faulkner County, Arkansas",1872
"G0500470","2006-2010",NA,NA,"Arkansas",5,"Franklin",47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Franklin County, Arkansas",32064,"Franklin County, Arkansas",2700
"G0500490","2006-2010",NA,NA,"Arkansas",5,"Fulton",49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fulton County, Arkansas",30598,"Fulton County, Arkansas",2805
"G0500510","2006-2010",NA,NA,"Arkansas",5,"Garland",51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Garland County, Arkansas",36844,"Garland County, Arkansas",1213
"G0500530","2006-2010",NA,NA,"Arkansas",5,"Grant",53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Grant County, Arkansas",51589,"Grant County, Arkansas",2696
"G0500550","2006-2010",NA,NA,"Arkansas",5,"Greene",55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Greene County, Arkansas",38209,"Greene County, Arkansas",2003
"G0500570","2006-2010",NA,NA,"Arkansas",5,"Hempstead",57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hempstead County, Arkansas",35708,"Hempstead County, Arkansas",2200
"G0500590","2006-2010",NA,NA,"Arkansas",5,"Hot Spring",59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hot Spring County, Arkansas",37150,"Hot Spring County, Arkansas",1964
"G0500610","2006-2010",NA,NA,"Arkansas",5,"Howard",61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Howard County, Arkansas",34554,"Howard County, Arkansas",2974
"G0500630","2006-2010",NA,NA,"Arkansas",5,"Independence",63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Independence County, Arkansas",34625,"Independence County, Arkansas",1574
"G0500650","2006-2010",NA,NA,"Arkansas",5,"Izard",65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Izard County, Arkansas",31673,"Izard County, Arkansas",1830
"G0500670","2006-2010",NA,NA,"Arkansas",5,"Jackson",67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jackson County, Arkansas",27615,"Jackson County, Arkansas",4440
"G0500690","2006-2010",NA,NA,"Arkansas",5,"Jefferson",69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Jefferson County, Arkansas",35998,"Jefferson County, Arkansas",1181
"G0500710","2006-2010",NA,NA,"Arkansas",5,"Johnson",71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Johnson County, Arkansas",30592,"Johnson County, Arkansas",2073
"G0500730","2006-2010",NA,NA,"Arkansas",5,"Lafayette",73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lafayette County, Arkansas",27515,"Lafayette County, Arkansas",4319
"G0500750","2006-2010",NA,NA,"Arkansas",5,"Lawrence",75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lawrence County, Arkansas",30288,"Lawrence County, Arkansas",2898
"G0500770","2006-2010",NA,NA,"Arkansas",5,"Lee",77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lee County, Arkansas",30494,"Lee County, Arkansas",5594
"G0500790","2006-2010",NA,NA,"Arkansas",5,"Lincoln",79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lincoln County, Arkansas",35737,"Lincoln County, Arkansas",4429
"G0500810","2006-2010",NA,NA,"Arkansas",5,"Little River",81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Little River County, Arkansas",33416,"Little River County, Arkansas",2728
"G0500830","2006-2010",NA,NA,"Arkansas",5,"Logan",83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Logan County, Arkansas",37551,"Logan County, Arkansas",2612
"G0500850","2006-2010",NA,NA,"Arkansas",5,"Lonoke",85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Lonoke County, Arkansas",50757,"Lonoke County, Arkansas",1762
"G0500870","2006-2010",NA,NA,"Arkansas",5,"Madison",87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Madison County, Arkansas",36502,"Madison County, Arkansas",3838
"G0500890","2006-2010",NA,NA,"Arkansas",5,"Marion",89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marion County, Arkansas",34109,"Marion County, Arkansas",2862
"G0500910","2006-2010",NA,NA,"Arkansas",5,"Miller",91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Miller County, Arkansas",40307,"Miller County, Arkansas",1961
"G0500930","2006-2010",NA,NA,"Arkansas",5,"Mississippi",93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mississippi County, Arkansas",33407,"Mississippi County, Arkansas",2755
"G0500950","2006-2010",NA,NA,"Arkansas",5,"Monroe",95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Monroe County, Arkansas",29964,"Monroe County, Arkansas",3414
"G0500970","2006-2010",NA,NA,"Arkansas",5,"Montgomery",97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Montgomery County, Arkansas",35705,"Montgomery County, Arkansas",3720
"G0500990","2006-2010",NA,NA,"Arkansas",5,"Nevada",99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nevada County, Arkansas",38375,"Nevada County, Arkansas",6215
"G0501010","2006-2010",NA,NA,"Arkansas",5,"Newton",101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Newton County, Arkansas",27441,"Newton County, Arkansas",3825
"G0501030","2006-2010",NA,NA,"Arkansas",5,"Ouachita",103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ouachita County, Arkansas",31259,"Ouachita County, Arkansas",2479
"G0501050","2006-2010",NA,NA,"Arkansas",5,"Perry",105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Perry County, Arkansas",43635,"Perry County, Arkansas",3483
"G0501070","2006-2010",NA,NA,"Arkansas",5,"Phillips",107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Phillips County, Arkansas",27361,"Phillips County, Arkansas",1683
"G0501090","2006-2010",NA,NA,"Arkansas",5,"Pike",109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pike County, Arkansas",32806,"Pike County, Arkansas",4259
"G0501110","2006-2010",NA,NA,"Arkansas",5,"Poinsett",111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poinsett County, Arkansas",32267,"Poinsett County, Arkansas",1581
"G0501130","2006-2010",NA,NA,"Arkansas",5,"Polk",113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Polk County, Arkansas",32525,"Polk County, Arkansas",2196
"G0501150","2006-2010",NA,NA,"Arkansas",5,"Pope",115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pope County, Arkansas",39841,"Pope County, Arkansas",1475
"G0501170","2006-2010",NA,NA,"Arkansas",5,"Prairie",117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Prairie County, Arkansas",35346,"Prairie County, Arkansas",2660
"G0501190","2006-2010",NA,NA,"Arkansas",5,"Pulaski",119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pulaski County, Arkansas",45121,"Pulaski County, Arkansas",783
"G0501210","2006-2010",NA,NA,"Arkansas",5,"Randolph",121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Randolph County, Arkansas",30222,"Randolph County, Arkansas",3828
"G0501230","2006-2010",NA,NA,"Arkansas",5,"St. Francis",123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"St. Francis County, Arkansas",27019,"St. Francis County, Arkansas",2493
"G0501250","2006-2010",NA,NA,"Arkansas",5,"Saline",125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Saline County, Arkansas",51502,"Saline County, Arkansas",1235
"G0501270","2006-2010",NA,NA,"Arkansas",5,"Scott",127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Scott County, Arkansas",36417,"Scott County, Arkansas",3310
"G0501290","2006-2010",NA,NA,"Arkansas",5,"Searcy",129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Searcy County, Arkansas",28811,"Searcy County, Arkansas",2663
"G0501310","2006-2010",NA,NA,"Arkansas",5,"Sebastian",131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sebastian County, Arkansas",39482,"Sebastian County, Arkansas",1078
"G0501330","2006-2010",NA,NA,"Arkansas",5,"Sevier",133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sevier County, Arkansas",34383,"Sevier County, Arkansas",2954
"G0501350","2006-2010",NA,NA,"Arkansas",5,"Sharp",135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sharp County, Arkansas",31135,"Sharp County, Arkansas",2373
"G0501370","2006-2010",NA,NA,"Arkansas",5,"Stone",137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Stone County, Arkansas",30380,"Stone County, Arkansas",4411
"G0501390","2006-2010",NA,NA,"Arkansas",5,"Union",139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Union County, Arkansas",36464,"Union County, Arkansas",2779
"G0501410","2006-2010",NA,NA,"Arkansas",5,"Van Buren",141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Van Buren County, Arkansas",31960,"Van Buren County, Arkansas",2566
"G0501430","2006-2010",NA,NA,"Arkansas",5,"Washington",143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Washington County, Arkansas",42303,"Washington County, Arkansas",1076
"G0501450","2006-2010",NA,NA,"Arkansas",5,"White",145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"White County, Arkansas",39178,"White County, Arkansas",1858
"G0501470","2006-2010",NA,NA,"Arkansas",5,"Woodruff",147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Woodruff County, Arkansas",27186,"Woodruff County, Arkansas",2171
