GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GMY001,Median_Household_Income_Adjusted
G2901330,2000,2,4,Missouri,29,Mississippi,133,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Mississippi County,23012,29139.98067
G2901350,2000,2,4,Missouri,29,Moniteau,135,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Moniteau County,37168,47065.65278
G2901370,2000,2,4,Missouri,29,Monroe,137,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Monroe County,30871,39091.79312
G2901390,2000,2,4,Missouri,29,Montgomery,139,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Montgomery County,32772,41499.01993
G2901410,2000,2,4,Missouri,29,Morgan,141,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Morgan County,30659,38823.33858
G2901430,2000,2,4,Missouri,29,New Madrid,143,,,,,,,,,,,,,9999,9999,9999,,,,,,,,New Madrid County,26826,33969.62983
G2901450,2000,2,4,Missouri,29,Newton,145,,,,,,,,,,,,,3710,9999,9999,,,,,,,,Newton County,35041,44372.2433
G2901470,2000,2,4,Missouri,29,Nodaway,147,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Nodaway County,31781,40244.12158
G2901490,2000,2,4,Missouri,29,Oregon,149,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Oregon County,22359,28313.09003
G2901510,2000,2,4,Missouri,29,Osage,151,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Osage County,39565,50100.9619
G2901530,2000,2,4,Missouri,29,Ozark,153,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Ozark County,25861,32747.65515
G2901550,2000,2,4,Missouri,29,Pemiscot,155,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pemiscot County,21911,27745.78987
G2901570,2000,2,4,Missouri,29,Perry,157,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Perry County,36632,46386.91865
G2901590,2000,2,4,Missouri,29,Pettis,159,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pettis County,31822,40296.03967
G2901610,2000,2,4,Missouri,29,Phelps,161,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Phelps County,29378,37201.21468
G2901630,2000,2,4,Missouri,29,Pike,163,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pike County,32373,40993.76822
G2901650,2000,2,4,Missouri,29,Platte,165,,,,,,,,,,,,,3760,9999,9999,,,,,,,,Platte County,55849,70721.30978
G2901670,2000,2,4,Missouri,29,Polk,167,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Polk County,29656,37553.24469
G2901690,2000,2,4,Missouri,29,Pulaski,169,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pulaski County,34247,43366.80506
G2901710,2000,2,4,Missouri,29,Putnam,171,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Putnam County,26282,33280.76534
G2901730,2000,2,4,Missouri,29,Ralls,173,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Ralls County,37094,46971.94695
G2901750,2000,2,4,Missouri,29,Randolph,175,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Randolph County,31464,39842.70606
G2901770,2000,2,4,Missouri,29,Ray,177,,,,,,,,,,,,,3760,9999,9999,,,,,,,,Ray County,41886,53040.03261
G2901790,2000,2,4,Missouri,29,Reynolds,179,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Reynolds County,25867,32755.25292
G2901810,2000,2,4,Missouri,29,Ripley,181,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Ripley County,22761,28822.14063
G2901830,2000,2,4,Missouri,29,St Charles,183,,,,,,,,,,,,,7040,9999,9999,,,,,,,,St. Charles County,57258,72505.51944
G2901850,2000,2,4,Missouri,29,St Clair,185,,,,,,,,,,,,,9999,9999,9999,,,,,,,,St. Clair County,25321,32063.85584
G2901860,2000,2,4,Missouri,29,Ste Genevieve,186,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Ste. Genevieve County,39200,49638.76423
G2901870,2000,2,4,Missouri,29,St Francois,187,,,,,,,,,,,,,9999,9999,9999,,,,,,,,St. Francois County,31199,39507.13789
G2901890,2000,2,4,Missouri,29,St Louis,189,,,,,,,,,,,,,7040,9999,9999,,,,,,,,St. Louis County,50532,63988.41923
G2901950,2000,2,4,Missouri,29,Saline,195,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Saline County,32743,41462.29738
G2901970,2000,2,4,Missouri,29,Schuyler,197,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Schuyler County,27385,34677.48873
G2901990,2000,2,4,Missouri,29,Scotland,199,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Scotland County,27409,34707.87981
G2902010,2000,2,4,Missouri,29,Scott,201,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Scott County,31352,39700.88102
G2902030,2000,2,4,Missouri,29,Shannon,203,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Shannon County,20878,26437.70713
G2902050,2000,2,4,Missouri,29,Shelby,205,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Shelby County,29448,37289.85533
G2902070,2000,2,4,Missouri,29,Stoddard,207,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Stoddard County,26987,34173.50332
G2902090,2000,2,4,Missouri,29,Stone,209,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Stone County,32637,41328.0701
G2902110,2000,2,4,Missouri,29,Sullivan,211,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sullivan County,26107,33059.16372
G2902130,2000,2,4,Missouri,29,Taney,213,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Taney County,30898,39125.98309
G2902150,2000,2,4,Missouri,29,Texas,215,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Texas County,24545,31081.21092
G2902170,2000,2,4,Missouri,29,Vernon,217,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Vernon County,30021,38015.44237
G2902190,2000,2,4,Missouri,29,Warren,219,,,,,,,,,,,,,7040,9999,9999,,,,,,,,Warren County,41016,51938.35596
G2902210,2000,2,4,Missouri,29,Washington,221,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Washington County,27112,34331.7902
G2902230,2000,2,4,Missouri,29,Wayne,223,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wayne County,24007,30399.9442
G2902250,2000,2,4,Missouri,29,Webster,225,,,,,,,,,,,,,7920,9999,9999,,,,,,,,Webster County,31929,40431.53324
G2902270,2000,2,4,Missouri,29,Worth,227,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Worth County,27471,34786.3901
G2902290,2000,2,4,Missouri,29,Wright,229,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wright County,24691,31266.08999
G2905100,2000,2,4,Missouri,29,St Louis City,510,,,,,,,,,,,,,7040,9999,9999,,,,,,,,St. Louis city,27156,34387.50718
G3000010,2000,4,8,Montana,30,Beaverhead,1,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Beaverhead County,28962,36674.43596
G3000030,2000,4,8,Montana,30,Big Horn,3,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Big Horn County,27684,35056.11094
G3000050,2000,4,8,Montana,30,Blaine,5,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Blaine County,25247,31970.15001
G3000070,2000,4,8,Montana,30,Broadwater,7,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Broadwater County,32689,41393.91744
G3000090,2000,4,8,Montana,30,Carbon,9,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Carbon County,32139,40697.45519
G3000110,2000,4,8,Montana,30,Carter,11,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Carter County,26313,33320.02049
G3000130,2000,4,8,Montana,30,Cascade,13,,,,,,,,,,,,,3040,9999,9999,,,,,,,,Cascade County,32971,41751.01264
G3000150,2000,4,8,Montana,30,Chouteau,15,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Chouteau County,29150,36912.49942
G3000170,2000,4,8,Montana,30,Custer,17,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Custer County,30000,37988.85017
G3000190,2000,4,8,Montana,30,Daniels,19,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Daniels County,27306,34577.45143
G3000210,2000,4,8,Montana,30,Dawson,21,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dawson County,31393,39752.79912
G3000230,2000,4,8,Montana,30,Deer Lodge,23,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Deer Lodge County,26305,33309.89013
G3000250,2000,4,8,Montana,30,Fallon,25,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fallon County,29944,37917.93765
G3000270,2000,4,8,Montana,30,Fergus,27,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fergus County,30409,38506.76483
G3000290,2000,4,8,Montana,30,Flathead,29,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Flathead County,34466,43644.12367
G3000310,2000,4,8,Montana,30,Gallatin,31,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gallatin County,38120,48271.16562
G3000330,2000,4,8,Montana,30,Garfield,33,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Garfield County,25917,32818.56767
G3000350,2000,4,8,Montana,30,Glacier,35,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Glacier County,27921,35356.22286
G3000370,2000,4,8,Montana,30,Golden Valley,37,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Golden Valley County,27308,34579.98402
G3000390,2000,4,8,Montana,30,Granite,39,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Granite County,27813,35219.463
G3000410,2000,4,8,Montana,30,Hill,41,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hill County,30781,38977.82657
G3000430,2000,4,8,Montana,30,Jefferson,43,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jefferson County,41506,52558.84051
G3000450,2000,4,8,Montana,30,Judith Basin,45,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Judith Basin County,29241,37027.73226
G3000470,2000,4,8,Montana,30,Lake,47,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lake County,28740,36393.31847
G3000490,2000,4,8,Montana,30,Lewis And Clark,49,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lewis and Clark County,37360,47308.78142
G3000510,2000,4,8,Montana,30,Liberty,51,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Liberty County,30284,38348.47796
G3000530,2000,4,8,Montana,30,Lincoln,53,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lincoln County,26754,33878.45659
G3000550,2000,4,8,Montana,30,McCone,55,,,,,,,,,,,,,9999,9999,9999,,,,,,,,McCone County,29718,37631.75498
G3000570,2000,4,8,Montana,30,Madison,57,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Madison County,30233,38283.89691
G3000590,2000,4,8,Montana,30,Meagher,59,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Meagher County,29375,37197.4158
G3000610,2000,4,8,Montana,30,Mineral,61,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Mineral County,27143,34371.04534
G3000630,2000,4,8,Montana,30,Missoula,63,,,,,,,,,,,,,5140,9999,9999,,,,,,,,Missoula County,34454,43628.92813
G3000650,2000,4,8,Montana,30,Musselshell,65,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Musselshell County,25527,32324.71261
G3000670,2000,4,8,Montana,30,Park,67,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Park County,31739,40190.93719
G3000690,2000,4,8,Montana,30,Petroleum,69,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Petroleum County,24107,30526.5737
G3000710,2000,4,8,Montana,30,Phillips,71,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Phillips County,28702,36345.19926
G3000730,2000,4,8,Montana,30,Pondera,73,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pondera County,30464,38576.41106
G3000750,2000,4,8,Montana,30,Powder River,75,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Powder River County,28398,35960.24557
G3000770,2000,4,8,Montana,30,Powell,77,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Powell County,30625,38780.28455
G3000790,2000,4,8,Montana,30,Prairie,79,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Prairie County,25451,32228.47419
G3000810,2000,4,8,Montana,30,Ravalli,81,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Ravalli County,31992,40511.30983
G3000830,2000,4,8,Montana,30,Richland,83,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Richland County,32110,40660.73264
G3000850,2000,4,8,Montana,30,Roosevelt,85,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Roosevelt County,24834,31447.17017
G3000870,2000,4,8,Montana,30,Rosebud,87,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Rosebud County,35898,45457.45812
G3000890,2000,4,8,Montana,30,Sanders,89,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sanders County,26852,34002.5535
G3000910,2000,4,8,Montana,30,Sheridan,91,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sheridan County,29518,37378.49598
G3000930,2000,4,8,Montana,30,Silver Bow,93,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Silver Bow County,30402,38497.90077
G3000950,2000,4,8,Montana,30,Stillwater,95,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Stillwater County,39205,49645.0957
G3000970,2000,4,8,Montana,30,Sweet Grass,97,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sweet Grass County,32422,41055.81668
G3000990,2000,4,8,Montana,30,Teton,99,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Teton County,30197,38238.31029
G3001010,2000,4,8,Montana,30,Toole,101,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Toole County,30169,38202.85403
G3001030,2000,4,8,Montana,30,Treasure,103,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Treasure County,29830,37773.58002
G3001050,2000,4,8,Montana,30,Valley,105,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Valley County,30979,39228.55298
G3001070,2000,4,8,Montana,30,Wheatland,107,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wheatland County,24492,31014.09728
G3001090,2000,4,8,Montana,30,Wibaux,109,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wibaux County,28224,35739.91024
G3001110,2000,4,8,Montana,30,Yellowstone,111,,,,,,,,,,,,,880,9999,9999,,,,,,,,Yellowstone County,36727,46507.21668
G3100010,2000,2,4,Nebraska,31,Adams,1,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Adams County,37160,47055.52242
G3100030,2000,2,4,Nebraska,31,Antelope,3,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Antelope County,30114,38133.2078
G3100050,2000,2,4,Nebraska,31,Arthur,5,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Arthur County,27375,34664.82578
G3100070,2000,2,4,Nebraska,31,Banner,7,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Banner County,31339,39684.41919
G3100090,2000,2,4,Nebraska,31,Blaine,9,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Blaine County,25278,32009.40516
G3100110,2000,2,4,Nebraska,31,Boone,11,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Boone County,31444,39817.38016
G3100130,2000,2,4,Nebraska,31,Box Butte,13,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Box Butte County,39366,49848.9692
G3100150,2000,2,4,Nebraska,31,Boyd,15,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Boyd County,26075,33018.64228
G3100170,2000,2,4,Nebraska,31,Brown,17,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Brown County,28356,35907.06118
G3100190,2000,2,4,Nebraska,31,Buffalo,19,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Buffalo County,36782,46576.8629
G3100210,2000,2,4,Nebraska,31,Burt,21,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Burt County,33954,42995.78063
G3100230,2000,2,4,Nebraska,31,Butler,23,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Butler County,36331,46005.76386
G3100250,2000,2,4,Nebraska,31,Cass,25,,,,,,,,,,,,,5920,9999,9999,,,,,,,,Cass County,46515,58901.7122
G3100270,2000,2,4,Nebraska,31,Cedar,27,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cedar County,33435,42338.57352
G3100290,2000,2,4,Nebraska,31,Chase,29,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Chase County,32351,40965.90973
G3100310,2000,2,4,Nebraska,31,Cherry,31,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cherry County,29268,37061.92223
G3100330,2000,2,4,Nebraska,31,Cheyenne,33,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cheyenne County,33438,42342.3724
G3100350,2000,2,4,Nebraska,31,Clay,35,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Clay County,34259,43382.0006
G3100370,2000,2,4,Nebraska,31,Colfax,37,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Colfax County,35849,45395.40966
G3100390,2000,2,4,Nebraska,31,Cuming,39,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cuming County,33186,42023.26606
G3100410,2000,2,4,Nebraska,31,Custer,41,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Custer County,30677,38846.13189
G3100430,2000,2,4,Nebraska,31,Dakota,43,,,,,,,,,,,,,7720,9999,9999,,,,,,,,Dakota County,38834,49175.30026
G3100450,2000,2,4,Nebraska,31,Dawes,45,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dawes County,29476,37325.31159
G3100470,2000,2,4,Nebraska,31,Dawson,47,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dawson County,36132,45753.77115
G3100490,2000,2,4,Nebraska,31,Deuel,49,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Deuel County,32981,41763.67559
G3100510,2000,2,4,Nebraska,31,Dixon,51,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dixon County,34201,43308.55549
G3100530,2000,2,4,Nebraska,31,Dodge,53,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dodge County,37188,47090.97868
G3100550,2000,2,4,Nebraska,31,Douglas,55,,,,,,,,,,,,,5920,9999,9999,,,,,,,,Douglas County,43209,54715.34091
G3100570,2000,2,4,Nebraska,31,Dundy,57,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dundy County,27010,34202.62811
G3100590,2000,2,4,Nebraska,31,Fillmore,59,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fillmore County,35162,44525.46499
G3100610,2000,2,4,Nebraska,31,Franklin,61,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Franklin County,29304,37107.50885
G3100630,2000,2,4,Nebraska,31,Frontier,63,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Frontier County,33038,41835.8544
G3100650,2000,2,4,Nebraska,31,Furnas,65,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Furnas County,30498,38619.46509
G3100670,2000,2,4,Nebraska,31,Gage,67,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gage County,34908,44203.82606
G3100690,2000,2,4,Nebraska,31,Garden,69,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Garden County,26458,33503.63326
G3100710,2000,2,4,Nebraska,31,Garfield,71,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Garfield County,27407,34705.34722
G3100730,2000,2,4,Nebraska,31,Gosper,73,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gosper County,36827,46633.84618
G3100750,2000,2,4,Nebraska,31,Grant,75,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Grant County,34821,44093.6584
G3100770,2000,2,4,Nebraska,31,Greeley,77,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Greeley County,28375,35931.12079
G3100790,2000,2,4,Nebraska,31,Hall,79,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hall County,36972,46817.45895
G3100810,2000,2,4,Nebraska,31,Hamilton,81,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hamilton County,40277,51002.56395
G3100830,2000,2,4,Nebraska,31,Harlan,83,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Harlan County,30679,38848.66448
G3100850,2000,2,4,Nebraska,31,Hayes,85,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hayes County,26667,33768.28892
G3100870,2000,2,4,Nebraska,31,Hitchcock,87,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hitchcock County,28287,35819.68683
G3100890,2000,2,4,Nebraska,31,Holt,89,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Holt County,30738,38923.37589
G3100910,2000,2,4,Nebraska,31,Hooker,91,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hooker County,27868,35289.10922
G3100930,2000,2,4,Nebraska,31,Howard,93,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Howard County,33305,42173.95517
G3100950,2000,2,4,Nebraska,31,Jefferson,95,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jefferson County,32629,41317.93974
G3100970,2000,2,4,Nebraska,31,Johnson,97,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Johnson County,32460,41103.93589
G3100990,2000,2,4,Nebraska,31,Kearney,99,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Kearney County,39247,49698.28009
G3101010,2000,2,4,Nebraska,31,Keith,101,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Keith County,32325,40932.98606
G3101030,2000,2,4,Nebraska,31,Keya Paha,103,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Keya Paha County,24911,31544.67489
G3101050,2000,2,4,Nebraska,31,Kimball,105,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Kimball County,30586,38730.89905
G3101070,2000,2,4,Nebraska,31,Knox,107,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Knox County,27564,34904.15554
G3101090,2000,2,4,Nebraska,31,Lancaster,109,,,,,,,,,,,,,4360,9999,9999,,,,,,,,Lancaster County,41850,52994.44599
G3101110,2000,2,4,Nebraska,31,Lincoln,111,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lincoln County,36568,46305.87577
G3101130,2000,2,4,Nebraska,31,Logan,113,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Logan County,33125,41946.02207
G3101150,2000,2,4,Nebraska,31,Loup,115,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Loup County,26250,33240.2439
G3101170,2000,2,4,Nebraska,31,McPherson,117,,,,,,,,,,,,,9999,9999,9999,,,,,,,,McPherson County,25750,32607.0964
G3101190,2000,2,4,Nebraska,31,Madison,119,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Madison County,35807,45342.22527
G3101210,2000,2,4,Nebraska,31,Merrick,121,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Merrick County,34961,44270.9397
G3101230,2000,2,4,Nebraska,31,Morrill,123,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Morrill County,30235,38286.4295
G3101250,2000,2,4,Nebraska,31,Nance,125,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Nance County,31267,39593.24595
G3101270,2000,2,4,Nebraska,31,Nemaha,127,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Nemaha County,32588,41266.02165
G3101290,2000,2,4,Nebraska,31,Nuckolls,129,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Nuckolls County,28958,36669.37078
G3101310,2000,2,4,Nebraska,31,Otoe,131,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Otoe County,37302,47235.33631
G3101330,2000,2,4,Nebraska,31,Pawnee,133,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pawnee County,29000,36722.55517
G3101350,2000,2,4,Nebraska,31,Perkins,135,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Perkins County,34205,43313.62067
G3101370,2000,2,4,Nebraska,31,Phelps,137,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Phelps County,37319,47256.86332
G3101390,2000,2,4,Nebraska,31,Pierce,139,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pierce County,32239,40824.08469
G3101410,2000,2,4,Nebraska,31,Platte,141,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Platte County,39359,49840.10513
G3101430,2000,2,4,Nebraska,31,Polk,143,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Polk County,37819,47890.01082
G3101450,2000,2,4,Nebraska,31,Red Willow,145,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Red Willow County,32293,40892.46462
G3101470,2000,2,4,Nebraska,31,Richardson,147,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Richardson County,29884,37841.95995
G3101490,2000,2,4,Nebraska,31,Rock,149,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Rock County,25795,32664.07967
G3101510,2000,2,4,Nebraska,31,Saline,151,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Saline County,35914,45477.71884
G3101530,2000,2,4,Nebraska,31,Sarpy,153,,,,,,,,,,,,,5920,9999,9999,,,,,,,,Sarpy County,53804,68131.73649
G3101550,2000,2,4,Nebraska,31,Saunders,155,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Saunders County,42173,53403.45928
G3101570,2000,2,4,Nebraska,31,Scotts Bluff,157,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Scotts Bluff County,32016,40541.70091
G3101590,2000,2,4,Nebraska,31,Seward,159,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Seward County,42700,54070.79675
G3101610,2000,2,4,Nebraska,31,Sheridan,161,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sheridan County,29484,37335.44195
G3101630,2000,2,4,Nebraska,31,Sherman,163,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sherman County,28646,36274.28674
G3101650,2000,2,4,Nebraska,31,Sioux,165,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sioux County,29851,37800.17222
G3101670,2000,2,4,Nebraska,31,Stanton,167,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Stanton County,36676,46442.63563
G3101690,2000,2,4,Nebraska,31,Thayer,169,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Thayer County,30740,38925.90848
G3101710,2000,2,4,Nebraska,31,Thomas,171,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Thomas County,27292,34559.7233
G3101730,2000,2,4,Nebraska,31,Thurston,173,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Thurston County,28170,35671.53031
G3101750,2000,2,4,Nebraska,31,Valley,175,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Valley County,27926,35362.55433
G3101770,2000,2,4,Nebraska,31,Washington,177,,,,,,,,,,,,,5920,9999,9999,,,,,,,,Washington County,48500,61415.30778
G3101790,2000,2,4,Nebraska,31,Wayne,179,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wayne County,32366,40984.90416
G3101810,2000,2,4,Nebraska,31,Webster,181,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Webster County,30026,38021.77384
G3101830,2000,2,4,Nebraska,31,Wheeler,183,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wheeler County,26771,33899.9836
G3101850,2000,2,4,Nebraska,31,York,185,,,,,,,,,,,,,9999,9999,9999,,,,,,,,York County,37093,46970.68065
