GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,TRBL_SUBA,ANRCA,MSA_CMSAA,PMSAA,NECMAA,URB_AREAA,URBRURALA,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,NAME,GMY001,Median_Household_Income_Adjusted
G1701250,2000,2,3,Illinois,17,Mason,125,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Mason County,35985,45567.62578
G1701270,2000,2,3,Illinois,17,Massac,127,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Massac County,31498,39885.76009
G1701290,2000,2,3,Illinois,17,Menard,129,,,,,,,,,,,,,7880,9999,9999,,,,,,,,Menard County,46596,59004.28209
G1701310,2000,2,3,Illinois,17,Mercer,131,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Mercer County,40893,51782.60167
G1701330,2000,2,3,Illinois,17,Monroe,133,,,,,,,,,,,,,7040,9999,9999,,,,,,,,Monroe County,55320,70051.43972
G1701350,2000,2,3,Illinois,17,Montgomery,135,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Montgomery County,33123,41943.48948
G1701370,2000,2,3,Illinois,17,Morgan,137,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Morgan County,36933,46768.07345
G1701390,2000,2,3,Illinois,17,Moultrie,139,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Moultrie County,40084,50758.16901
G1701410,2000,2,3,Illinois,17,Ogle,141,,,,,,,,,,,,,6880,9999,9999,,,,,,,,Ogle County,45448,57550.57542
G1701430,2000,2,3,Illinois,17,Peoria,143,,,,,,,,,,,,,6120,9999,9999,,,,,,,,Peoria County,39978,50623.94174
G1701450,2000,2,3,Illinois,17,Perry,145,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Perry County,33281,42143.56409
G1701470,2000,2,3,Illinois,17,Piatt,147,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Piatt County,45752,57935.52911
G1701490,2000,2,3,Illinois,17,Pike,149,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pike County,31127,39415.96465
G1701510,2000,2,3,Illinois,17,Pope,151,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pope County,30048,38049.63233
G1701530,2000,2,3,Illinois,17,Pulaski,153,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pulaski County,25361,32114.50764
G1701550,2000,2,3,Illinois,17,Putnam,155,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Putnam County,45492,57606.2924
G1701570,2000,2,3,Illinois,17,Randolph,157,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Randolph County,37013,46869.37705
G1701590,2000,2,3,Illinois,17,Richland,159,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Richland County,31185,39489.40976
G1701610,2000,2,3,Illinois,17,Rock Island,161,,,,,,,,,,,,,1960,9999,9999,,,,,,,,Rock Island County,38608,48889.11758
G1701630,2000,2,3,Illinois,17,St Clair,163,,,,,,,,,,,,,7040,9999,9999,,,,,,,,St. Clair County,39148,49572.91689
G1701650,2000,2,3,Illinois,17,Saline,165,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Saline County,28768,36428.77473
G1701670,2000,2,3,Illinois,17,Sangamon,167,,,,,,,,,,,,,7880,9999,9999,,,,,,,,Sangamon County,42957,54396.23456
G1701690,2000,2,3,Illinois,17,Schuyler,169,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Schuyler County,35233,44615.37194
G1701710,2000,2,3,Illinois,17,Scott,171,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Scott County,36566,46303.34318
G1701730,2000,2,3,Illinois,17,Shelby,173,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Shelby County,37313,47249.26555
G1701750,2000,2,3,Illinois,17,Stark,175,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Stark County,35826,45366.28488
G1701770,2000,2,3,Illinois,17,Stephenson,177,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Stephenson County,40366,51115.2642
G1701790,2000,2,3,Illinois,17,Tazewell,179,,,,,,,,,,,,,6120,9999,9999,,,,,,,,Tazewell County,45250,57299.84901
G1701810,2000,2,3,Illinois,17,Union,181,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Union County,30994,39247.54741
G1701830,2000,2,3,Illinois,17,Vermilion,183,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Vermilion County,34071,43143.93714
G1701850,2000,2,3,Illinois,17,Wabash,185,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wabash County,34473,43652.98774
G1701870,2000,2,3,Illinois,17,Warren,187,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Warren County,36224,45870.27029
G1701890,2000,2,3,Illinois,17,Washington,189,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Washington County,40932,51831.98718
G1701910,2000,2,3,Illinois,17,Wayne,191,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wayne County,30481,38597.93807
G1701930,2000,2,3,Illinois,17,White,193,,,,,,,,,,,,,9999,9999,9999,,,,,,,,White County,29601,37483.59847
G1701950,2000,2,3,Illinois,17,Whiteside,195,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Whiteside County,40354,51100.06866
G1701970,2000,2,3,Illinois,17,Will,197,,,,,,,,,,,,,1602,1600,9999,,,,,,,,Will County,62238,78811.66857
G1701990,2000,2,3,Illinois,17,Williamson,199,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Williamson County,31991,40510.04353
G1702010,2000,2,3,Illinois,17,Winnebago,201,,,,,,,,,,,,,6880,9999,9999,,,,,,,,Winnebago County,43886,55572.62262
G1702030,2000,2,3,Illinois,17,Woodford,203,,,,,,,,,,,,,6120,9999,9999,,,,,,,,Woodford County,51394,65079.96553
G1800010,2000,2,3,Indiana,18,Adams,1,,,,,,,,,,,,,2760,9999,9999,,,,,,,,Adams County,40625,51443.23461
G1800030,2000,2,3,Indiana,18,Allen,3,,,,,,,,,,,,,2760,9999,9999,,,,,,,,Allen County,42671,54034.07419
G1800050,2000,2,3,Indiana,18,Bartholomew,5,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Bartholomew County,44184,55949.97854
G1800070,2000,2,3,Indiana,18,Benton,7,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Benton County,39813,50415.00307
G1800090,2000,2,3,Indiana,18,Blackford,9,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Blackford County,34760,44016.4144
G1800110,2000,2,3,Indiana,18,Boone,11,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Boone County,49632,62848.75373
G1800130,2000,2,3,Indiana,18,Brown,13,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Brown County,43708,55347.22211
G1800150,2000,2,3,Indiana,18,Carroll,15,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Carroll County,42677,54041.67196
G1800170,2000,2,3,Indiana,18,Cass,17,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cass County,39193,49629.90016
G1800190,2000,2,3,Indiana,18,Clark,19,,,,,,,,,,,,,4520,9999,9999,,,,,,,,Clark County,40111,50792.35898
G1800210,2000,2,3,Indiana,18,Clay,21,,,,,,,,,,,,,8320,9999,9999,,,,,,,,Clay County,36865,46681.96539
G1800230,2000,2,3,Indiana,18,Clinton,23,,,,,,,,,,,,,3920,9999,9999,,,,,,,,Clinton County,40759,51612.91814
G1800250,2000,2,3,Indiana,18,Crawford,25,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Crawford County,32646,41339.46676
G1800270,2000,2,3,Indiana,18,Daviess,27,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Daviess County,34064,43135.07308
G1800290,2000,2,3,Indiana,18,Dearborn,29,,,,,,,,,,,,,1642,1640,9999,,,,,,,,Dearborn County,48899,61920.55949
G1800310,2000,2,3,Indiana,18,Decatur,31,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Decatur County,40401,51159.58453
G1800330,2000,2,3,Indiana,18,DeKalb,33,,,,,,,,,,,,,2760,9999,9999,,,,,,,,DeKalb County,44909,56868.04242
G1800350,2000,2,3,Indiana,18,Delaware,35,,,,,,,,,,,,,5280,9999,9999,,,,,,,,Delaware County,34659,43888.51861
G1800370,2000,2,3,Indiana,18,Dubois,37,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dubois County,44169,55930.98411
G1800390,2000,2,3,Indiana,18,Elkhart,39,,,,,,,,,,,,,2330,9999,9999,,,,,,,,Elkhart County,44478,56322.26927
G1800410,2000,2,3,Indiana,18,Fayette,41,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fayette County,38840,49182.89803
G1800430,2000,2,3,Indiana,18,Floyd,43,,,,,,,,,,,,,4520,9999,9999,,,,,,,,Floyd County,44022,55744.83875
G1800450,2000,2,3,Indiana,18,Fountain,45,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fountain County,38119,48269.89933
G1800470,2000,2,3,Indiana,18,Franklin,47,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Franklin County,43530,55121.8216
G1800490,2000,2,3,Indiana,18,Fulton,49,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fulton County,38290,48486.43577
G1800510,2000,2,3,Indiana,18,Gibson,51,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Gibson County,37515,47505.05714
G1800530,2000,2,3,Indiana,18,Grant,53,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Grant County,36162,45791.76
G1800550,2000,2,3,Indiana,18,Greene,55,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Greene County,33998,43051.49761
G1800570,2000,2,3,Indiana,18,Hamilton,57,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Hamilton County,71026,89939.86908
G1800590,2000,2,3,Indiana,18,Hancock,59,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Hancock County,56416,71439.29905
G1800610,2000,2,3,Indiana,18,Harrison,61,,,,,,,,,,,,,4520,9999,9999,,,,,,,,Harrison County,43423,54986.32804
G1800630,2000,2,3,Indiana,18,Hendricks,63,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Hendricks County,55208,69909.61468
G1800650,2000,2,3,Indiana,18,Henry,65,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Henry County,38150,48309.15447
G1800670,2000,2,3,Indiana,18,Howard,67,,,,,,,,,,,,,3850,9999,9999,,,,,,,,Howard County,43487,55067.37092
G1800690,2000,2,3,Indiana,18,Huntington,69,,,,,,,,,,,,,2760,9999,9999,,,,,,,,Huntington County,41620,52703.19814
G1800710,2000,2,3,Indiana,18,Jackson,71,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jackson County,39401,49893.28952
G1800730,2000,2,3,Indiana,18,Jasper,73,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jasper County,43369,54917.94811
G1800750,2000,2,3,Indiana,18,Jay,75,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jay County,35700,45206.73171
G1800770,2000,2,3,Indiana,18,Jefferson,77,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jefferson County,38189,48358.53998
G1800790,2000,2,3,Indiana,18,Jennings,79,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jennings County,39402,49894.55582
G1800810,2000,2,3,Indiana,18,Johnson,81,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Johnson County,52693,66724.88274
G1800830,2000,2,3,Indiana,18,Knox,83,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Knox County,31362,39713.54397
G1800850,2000,2,3,Indiana,18,Kosciusko,85,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Kosciusko County,43939,55639.73626
G1800870,2000,2,3,Indiana,18,Lagrange,87,,,,,,,,,,,,,9999,9999,9999,,,,,,,,LaGrange County,42848,54258.20841
G1800890,2000,2,3,Indiana,18,Lake,89,,,,,,,,,,,,,1602,2960,9999,,,,,,,,Lake County,41829,52967.8538
G1800910,2000,2,3,Indiana,18,LaPorte,91,,,,,,,,,,,,,9999,9999,9999,,,,,,,,LaPorte County,41430,52462.60209
G1800930,2000,2,3,Indiana,18,Lawrence,93,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lawrence County,36280,45941.18281
G1800950,2000,2,3,Indiana,18,Madison,95,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Madison County,38925,49290.5331
G1800970,2000,2,3,Indiana,18,Marion,97,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Marion County,40421,51184.91043
G1800990,2000,2,3,Indiana,18,Marshall,99,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Marshall County,42581,53920.10764
G1801010,2000,2,3,Indiana,18,Martin,101,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Martin County,36411,46107.06746
G1801030,2000,2,3,Indiana,18,Miami,103,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Miami County,39184,49618.50351
G1801050,2000,2,3,Indiana,18,Monroe,105,,,,,,,,,,,,,1020,9999,9999,,,,,,,,Monroe County,33311,42181.55294
G1801070,2000,2,3,Indiana,18,Montgomery,107,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Montgomery County,41297,52294.18485
G1801090,2000,2,3,Indiana,18,Morgan,109,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Morgan County,47739,60451.65728
G1801110,2000,2,3,Indiana,18,Newton,111,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Newton County,40944,51847.18272
G1801130,2000,2,3,Indiana,18,Noble,113,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Noble County,42700,54070.79675
G1801150,2000,2,3,Indiana,18,Ohio,115,,,,,,,,,,,,,1642,1640,9999,,,,,,,,Ohio County,41348,52358.7659
G1801170,2000,2,3,Indiana,18,Orange,117,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Orange County,31564,39969.33556
G1801190,2000,2,3,Indiana,18,Owen,119,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Owen County,36529,46256.49027
G1801210,2000,2,3,Indiana,18,Parke,121,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Parke County,35724,45237.12279
G1801230,2000,2,3,Indiana,18,Perry,123,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Perry County,36246,45898.12878
G1801250,2000,2,3,Indiana,18,Pike,125,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pike County,34759,44015.14811
G1801270,2000,2,3,Indiana,18,Porter,127,,,,,,,,,,,,,1602,2960,9999,,,,,,,,Porter County,53100,67240.26481
G1801290,2000,2,3,Indiana,18,Posey,129,,,,,,,,,,,,,2440,9999,9999,,,,,,,,Posey County,44209,55981.63591
G1801310,2000,2,3,Indiana,18,Pulaski,131,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Pulaski County,35422,44854.7017
G1801330,2000,2,3,Indiana,18,Putnam,133,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Putnam County,38882,49236.08242
G1801350,2000,2,3,Indiana,18,Randolph,135,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Randolph County,34544,43742.89468
G1801370,2000,2,3,Indiana,18,Ripley,137,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Ripley County,41426,52457.53691
G1801390,2000,2,3,Indiana,18,Rush,139,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Rush County,38152,48311.68706
G1801410,2000,2,3,Indiana,18,St Joseph,141,,,,,,,,,,,,,7800,9999,9999,,,,,,,,St. Joseph County,40420,51183.64413
G1801430,2000,2,3,Indiana,18,Scott,143,,,,,,,,,,,,,4520,9999,9999,,,,,,,,Scott County,34656,43884.71972
G1801450,2000,2,3,Indiana,18,Shelby,145,,,,,,,,,,,,,3480,9999,9999,,,,,,,,Shelby County,43649,55272.51071
G1801470,2000,2,3,Indiana,18,Spencer,147,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Spencer County,42451,53755.48929
G1801490,2000,2,3,Indiana,18,Starke,149,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Starke County,37243,47160.6249
G1801510,2000,2,3,Indiana,18,Steuben,151,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Steuben County,44089,55829.68051
G1801530,2000,2,3,Indiana,18,Sullivan,153,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Sullivan County,32976,41757.34411
G1801550,2000,2,3,Indiana,18,Switzerland,155,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Switzerland County,37092,46969.41436
G1801570,2000,2,3,Indiana,18,Tippecanoe,157,,,,,,,,,,,,,3920,9999,9999,,,,,,,,Tippecanoe County,38652,48944.83456
G1801590,2000,2,3,Indiana,18,Tipton,159,,,,,,,,,,,,,3850,9999,9999,,,,,,,,Tipton County,48546,61473.55735
G1801610,2000,2,3,Indiana,18,Union,161,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Union County,36672,46437.57045
G1801630,2000,2,3,Indiana,18,Vanderburgh,163,,,,,,,,,,,,,2440,9999,9999,,,,,,,,Vanderburgh County,36823,46628.781
G1801650,2000,2,3,Indiana,18,Vermillion,165,,,,,,,,,,,,,8320,9999,9999,,,,,,,,Vermillion County,34837,44113.91912
G1801670,2000,2,3,Indiana,18,Vigo,167,,,,,,,,,,,,,8320,9999,9999,,,,,,,,Vigo County,33184,42020.73347
G1801690,2000,2,3,Indiana,18,Wabash,169,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wabash County,40413,51174.78007
G1801710,2000,2,3,Indiana,18,Warren,171,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Warren County,41825,52962.78862
G1801730,2000,2,3,Indiana,18,Warrick,173,,,,,,,,,,,,,2440,9999,9999,,,,,,,,Warrick County,48814,61812.92441
G1801750,2000,2,3,Indiana,18,Washington,175,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Washington County,36630,46384.38606
G1801770,2000,2,3,Indiana,18,Wayne,177,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Wayne County,34885,44174.70128
G1801790,2000,2,3,Indiana,18,Wells,179,,,,,,,,,,,,,2760,9999,9999,,,,,,,,Wells County,43934,55633.40479
G1801810,2000,2,3,Indiana,18,White,181,,,,,,,,,,,,,9999,9999,9999,,,,,,,,White County,40707,51547.0708
G1801830,2000,2,3,Indiana,18,Whitley,183,,,,,,,,,,,,,2760,9999,9999,,,,,,,,Whitley County,45503,57620.22165
G1900010,2000,2,4,Iowa,19,Adair,1,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Adair County,35179,44546.99201
G1900030,2000,2,4,Iowa,19,Adams,3,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Adams County,30453,38562.48181
G1900050,2000,2,4,Iowa,19,Allamakee,5,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Allamakee County,33967,43012.24246
G1900070,2000,2,4,Iowa,19,Appanoose,7,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Appanoose County,28612,36231.23271
G1900090,2000,2,4,Iowa,19,Audubon,9,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Audubon County,32215,40793.69361
G1900110,2000,2,4,Iowa,19,Benton,11,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Benton County,42427,53725.09821
G1900130,2000,2,4,Iowa,19,Black Hawk,13,,,,,,,,,,,,,8920,9999,9999,,,,,,,,Black Hawk County,37266,47189.74969
G1900150,2000,2,4,Iowa,19,Boone,15,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Boone County,40763,51617.98332
G1900170,2000,2,4,Iowa,19,Bremer,17,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Bremer County,40826,51697.75991
G1900190,2000,2,4,Iowa,19,Buchanan,19,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Buchanan County,38036,48164.79684
G1900210,2000,2,4,Iowa,19,Buena Vista,21,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Buena Vista County,35300,44700.2137
G1900230,2000,2,4,Iowa,19,Butler,23,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Butler County,35883,45438.46369
G1900250,2000,2,4,Iowa,19,Calhoun,25,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Calhoun County,33286,42149.89556
G1900270,2000,2,4,Iowa,19,Carroll,27,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Carroll County,37275,47201.14634
G1900290,2000,2,4,Iowa,19,Cass,29,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cass County,32922,41688.96418
G1900310,2000,2,4,Iowa,19,Cedar,31,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cedar County,42198,53435.11666
G1900330,2000,2,4,Iowa,19,Cerro Gordo,33,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cerro Gordo County,35867,45418.20297
G1900350,2000,2,4,Iowa,19,Cherokee,35,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Cherokee County,35142,44500.13909
G1900370,2000,2,4,Iowa,19,Chickasaw,37,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Chickasaw County,37649,47674.74067
G1900390,2000,2,4,Iowa,19,Clarke,39,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Clarke County,34474,43654.25403
G1900410,2000,2,4,Iowa,19,Clay,41,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Clay County,35799,45332.09491
G1900430,2000,2,4,Iowa,19,Clayton,43,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Clayton County,34068,43140.13826
G1900450,2000,2,4,Iowa,19,Clinton,45,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Clinton County,37423,47388.558
G1900470,2000,2,4,Iowa,19,Crawford,47,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Crawford County,33922,42955.25919
G1900490,2000,2,4,Iowa,19,Dallas,49,,,,,,,,,,,,,2120,9999,9999,,,,,,,,Dallas County,48528,61450.76404
G1900510,2000,2,4,Iowa,19,Davis,51,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Davis County,32864,41615.51907
G1900530,2000,2,4,Iowa,19,Decatur,53,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Decatur County,27343,34624.30434
G1900550,2000,2,4,Iowa,19,Delaware,55,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Delaware County,37168,47065.65278
G1900570,2000,2,4,Iowa,19,Des Moines,57,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Des Moines County,36790,46586.99326
G1900590,2000,2,4,Iowa,19,Dickinson,59,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Dickinson County,39020,49410.83113
G1900610,2000,2,4,Iowa,19,Dubuque,61,,,,,,,,,,,,,2200,9999,9999,,,,,,,,Dubuque County,39582,50122.48892
G1900630,2000,2,4,Iowa,19,Emmet,63,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Emmet County,33305,42173.95517
G1900650,2000,2,4,Iowa,19,Fayette,65,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fayette County,32453,41095.07182
G1900670,2000,2,4,Iowa,19,Floyd,67,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Floyd County,35237,44620.43712
G1900690,2000,2,4,Iowa,19,Franklin,69,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Franklin County,36042,45639.8046
G1900710,2000,2,4,Iowa,19,Fremont,71,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Fremont County,38345,48556.082
G1900730,2000,2,4,Iowa,19,Greene,73,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Greene County,33883,42905.87368
G1900750,2000,2,4,Iowa,19,Grundy,75,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Grundy County,39396,49886.95805
G1900770,2000,2,4,Iowa,19,Guthrie,77,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Guthrie County,36495,46213.43624
G1900790,2000,2,4,Iowa,19,Hamilton,79,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hamilton County,38658,48952.43233
G1900810,2000,2,4,Iowa,19,Hancock,81,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hancock County,37703,47743.1206
G1900830,2000,2,4,Iowa,19,Hardin,83,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Hardin County,35429,44863.56576
G1900850,2000,2,4,Iowa,19,Harrison,85,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Harrison County,38141,48297.75782
G1900870,2000,2,4,Iowa,19,Henry,87,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Henry County,39087,49495.67289
G1900890,2000,2,4,Iowa,19,Howard,89,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Howard County,34641,43865.7253
G1900910,2000,2,4,Iowa,19,Humboldt,91,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Humboldt County,38201,48373.73552
G1900930,2000,2,4,Iowa,19,Ida,93,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Ida County,34805,44073.39768
G1900950,2000,2,4,Iowa,19,Iowa,95,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Iowa County,41222,52199.21273
G1900970,2000,2,4,Iowa,19,Jackson,97,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jackson County,34529,43723.90026
G1900990,2000,2,4,Iowa,19,Jasper,99,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jasper County,41683,52782.97473
G1901010,2000,2,4,Iowa,19,Jefferson,101,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jefferson County,33851,42865.35224
G1901030,2000,2,4,Iowa,19,Johnson,103,,,,,,,,,,,,,3500,9999,9999,,,,,,,,Johnson County,40060,50727.77793
G1901050,2000,2,4,Iowa,19,Jones,105,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Jones County,37449,47421.48167
G1901070,2000,2,4,Iowa,19,Keokuk,107,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Keokuk County,34025,43085.68757
G1901090,2000,2,4,Iowa,19,Kossuth,109,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Kossuth County,34562,43765.68799
G1901110,2000,2,4,Iowa,19,Lee,111,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lee County,36193,45831.01515
G1901130,2000,2,4,Iowa,19,Linn,113,,,,,,,,,,,,,1360,9999,9999,,,,,,,,Linn County,46206,58510.42704
G1901150,2000,2,4,Iowa,19,Louisa,115,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Louisa County,39086,49494.4066
G1901170,2000,2,4,Iowa,19,Lucas,117,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lucas County,30876,39098.1246
G1901190,2000,2,4,Iowa,19,Lyon,119,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Lyon County,36878,46698.42722
G1901210,2000,2,4,Iowa,19,Madison,121,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Madison County,41845,52988.11452
G1901230,2000,2,4,Iowa,19,Mahaska,123,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Mahaska County,37314,47250.53185
G1901250,2000,2,4,Iowa,19,Marion,125,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Marion County,42401,53692.17454
G1901270,2000,2,4,Iowa,19,Marshall,127,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Marshall County,38268,48458.57728
G1901290,2000,2,4,Iowa,19,Mills,129,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Mills County,42428,53726.36451
G1901310,2000,2,4,Iowa,19,Mitchell,131,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Mitchell County,34843,44121.51689
G1901330,2000,2,4,Iowa,19,Monona,133,,,,,,,,,,,,,9999,9999,9999,,,,,,,,Monona County,33235,42085.31452
