"","GEOID","NAME","variable","value"
"790","47187","Williamson County, Tennessee","P002001",183182
"791","47181","Wayne County, Tennessee","P002001",17021
"792","47183","Weakley County, Tennessee","P002001",35021
"793","47189","Wilson County, Tennessee","P002001",113993
"794","48025","Bee County, Texas","P002001",31861
"795","48027","Bell County, Texas","P002001",310235
"796","48031","Blanco County, Texas","P002001",10497
"797","48035","Bosque County, Texas","P002001",18212
"798","48039","Brazoria County, Texas","P002001",313166
"799","48043","Brewster County, Texas","P002001",9232
"800","48045","Briscoe County, Texas","P002001",1637
"801","48047","Brooks County, Texas","P002001",7223
"802","48029","Bexar County, Texas","P002001",1714773
"803","48041","Brazos County, Texas","P002001",194851
"804","48033","Borden County, Texas","P002001",641
"805","48037","Bowie County, Texas","P002001",92565
"806","48051","Burleson County, Texas","P002001",17187
"807","48049","Brown County, Texas","P002001",38106
"808","48069","Castro County, Texas","P002001",8062
"809","48059","Callahan County, Texas","P002001",13544
"810","48053","Burnet County, Texas","P002001",42750
"811","48055","Caldwell County, Texas","P002001",38066
"812","48057","Calhoun County, Texas","P002001",21381
"813","48061","Cameron County, Texas","P002001",406220
"814","48063","Camp County, Texas","P002001",12401
"815","48065","Carson County, Texas","P002001",6182
"816","48067","Cass County, Texas","P002001",30464
"817","48085","Collin County, Texas","P002001",782341
"818","48071","Chambers County, Texas","P002001",35096
"819","48073","Cherokee County, Texas","P002001",50845
"820","48075","Childress County, Texas","P002001",7041
"821","48077","Clay County, Texas","P002001",10752
"822","48079","Cochran County, Texas","P002001",3127
"823","48081","Coke County, Texas","P002001",3320
"824","48083","Coleman County, Texas","P002001",8895
"825","48087","Collingsworth County, Texas","P002001",3057
"826","48089","Colorado County, Texas","P002001",20874
"827","48091","Comal County, Texas","P002001",108472
"828","48093","Comanche County, Texas","P002001",13974
"829","48095","Concho County, Texas","P002001",4087
"830","48097","Cooke County, Texas","P002001",38437
"831","48103","Crane County, Texas","P002001",4375
"832","48099","Coryell County, Texas","P002001",75388
"833","18171","Warren County, Indiana","P002001",8508
"834","18173","Warrick County, Indiana","P002001",59689
"835","18175","Washington County, Indiana","P002001",28262
"836","18177","Wayne County, Indiana","P002001",68917
"837","18179","Wells County, Indiana","P002001",27636
"838","18181","White County, Indiana","P002001",24643
"839","18183","Whitley County, Indiana","P002001",33292
"840","19001","Adair County, Iowa","P002001",7682
"841","19017","Bremer County, Iowa","P002001",24276
"842","19005","Allamakee County, Iowa","P002001",14330
"843","19003","Adams County, Iowa","P002001",4029
"844","19013","Black Hawk County, Iowa","P002001",131090
"845","19011","Benton County, Iowa","P002001",26076
"846","19009","Audubon County, Iowa","P002001",6119
"847","19007","Appanoose County, Iowa","P002001",12887
"848","19015","Boone County, Iowa","P002001",26306
"849","19019","Buchanan County, Iowa","P002001",20958
"850","19035","Cherokee County, Iowa","P002001",12072
"851","19021","Buena Vista County, Iowa","P002001",20260
"852","19023","Butler County, Iowa","P002001",14867
"853","19025","Calhoun County, Iowa","P002001",9670
"854","19027","Carroll County, Iowa","P002001",20816
"855","19029","Cass County, Iowa","P002001",13956
"856","19031","Cedar County, Iowa","P002001",18499
"857","19033","Cerro Gordo County, Iowa","P002001",44151
"858","19047","Crawford County, Iowa","P002001",17096
"859","19037","Chickasaw County, Iowa","P002001",12439
"860","19039","Clarke County, Iowa","P002001",9286
"861","19041","Clay County, Iowa","P002001",16667
"862","19043","Clayton County, Iowa","P002001",18129
"863","19045","Clinton County, Iowa","P002001",49116
"864","38005","Benson County, North Dakota","P002001",6660
"865","38009","Bottineau County, North Dakota","P002001",6429
"866","38007","Billings County, North Dakota","P002001",783
"867","38015","Burleigh County, North Dakota","P002001",81308
"868","38017","Cass County, North Dakota","P002001",149778
"869","38031","Foster County, North Dakota","P002001",3343
"870","38021","Dickey County, North Dakota","P002001",5289
"871","38023","Divide County, North Dakota","P002001",2071
"872","38025","Dunn County, North Dakota","P002001",3536
"873","38027","Eddy County, North Dakota","P002001",2385
"874","38029","Emmons County, North Dakota","P002001",3550
"875","48101","Cottle County, Texas","P002001",1505
"876","48105","Crockett County, Texas","P002001",3719
"877","48107","Crosby County, Texas","P002001",6059
"878","48119","Delta County, Texas","P002001",5231
"879","38033","Golden Valley County, North Dakota","P002001",1680
"880","38035","Grand Forks County, North Dakota","P002001",66861
"881","38037","Grant County, North Dakota","P002001",2394
"882","38039","Griggs County, North Dakota","P002001",2420
"883","38041","Hettinger County, North Dakota","P002001",2477
"884","38047","Logan County, North Dakota","P002001",1990
"885","38051","McIntosh County, North Dakota","P002001",2809
"886","38053","McKenzie County, North Dakota","P002001",6360
"887","48109","Culberson County, Texas","P002001",2398
"888","48111","Dallam County, Texas","P002001",6703
"889","48113","Dallas County, Texas","P002001",2368139
"890","48115","Dawson County, Texas","P002001",13833
"891","48117","Deaf Smith County, Texas","P002001",19372
"892","48131","Duval County, Texas","P002001",11782
"893","48121","Denton County, Texas","P002001",662614
"894","48123","DeWitt County, Texas","P002001",20097
"895","48125","Dickens County, Texas","P002001",2444
"896","48127","Dimmit County, Texas","P002001",9996
"897","48129","Donley County, Texas","P002001",3677
"898","48147","Fannin County, Texas","P002001",33915
"899","48139","Ellis County, Texas","P002001",149610
"900","48137","Edwards County, Texas","P002001",2002
"901","48141","El Paso County, Texas","P002001",800647
"902","48133","Eastland County, Texas","P002001",18583
"903","48135","Ector County, Texas","P002001",137130
"904","48143","Erath County, Texas","P002001",37890
"905","48145","Falls County, Texas","P002001",17866
"906","48159","Franklin County, Texas","P002001",10605
"907","48149","Fayette County, Texas","P002001",24554
"908","48151","Fisher County, Texas","P002001",3974
"909","48153","Floyd County, Texas","P002001",6446
"910","48155","Foard County, Texas","P002001",1336
"911","48157","Fort Bend County, Texas","P002001",585375
"912","48173","Glasscock County, Texas","P002001",1226
"913","48161","Freestone County, Texas","P002001",19816
"914","48163","Frio County, Texas","P002001",17217
"915","48165","Gaines County, Texas","P002001",17526
"916","48167","Galveston County, Texas","P002001",291309
"917","48169","Garza County, Texas","P002001",6461
"918","48175","Goliad County, Texas","P002001",7210
"919","48171","Gillespie County, Texas","P002001",24837
"920","48187","Guadalupe County, Texas","P002001",131533
"921","48177","Gonzales County, Texas","P002001",19807
"922","48179","Gray County, Texas","P002001",22535
"923","48181","Grayson County, Texas","P002001",120877
"924","48183","Gregg County, Texas","P002001",121730
"925","48185","Grimes County, Texas","P002001",26604
"926","48203","Harrison County, Texas","P002001",65631
"927","48189","Hale County, Texas","P002001",36273
"928","48191","Hall County, Texas","P002001",3353
"929","48193","Hamilton County, Texas","P002001",8517
"930","48195","Hansford County, Texas","P002001",5613
"931","48197","Hardeman County, Texas","P002001",4139
"932","48199","Hardin County, Texas","P002001",54635
"933","48201","Harris County, Texas","P002001",4092459
"934","48211","Hemphill County, Texas","P002001",3807
"935","48213","Henderson County, Texas","P002001",78532
"936","48205","Hartley County, Texas","P002001",6062
"937","48207","Haskell County, Texas","P002001",5899
"938","48209","Hays County, Texas","P002001",157107
"939","19119","Lyon County, Iowa","P002001",11581
"940","19099","Jasper County, Iowa","P002001",36842
"941","19101","Jefferson County, Iowa","P002001",16843
"942","19103","Johnson County, Iowa","P002001",130882
"943","19111","Lee County, Iowa","P002001",35862
"944","19113","Linn County, Iowa","P002001",211226
"945","19105","Jones County, Iowa","P002001",20638
"946","19107","Keokuk County, Iowa","P002001",10511
"947","19109","Kossuth County, Iowa","P002001",15543
"948","19115","Louisa County, Iowa","P002001",11387
"949","19117","Lucas County, Iowa","P002001",8898
"950","19131","Mitchell County, Iowa","P002001",10776
"951","19121","Madison County, Iowa","P002001",15679
"952","19123","Mahaska County, Iowa","P002001",22381
"953","19125","Marion County, Iowa","P002001",33309
"954","19127","Marshall County, Iowa","P002001",40648
"955","19129","Mills County, Iowa","P002001",15059
"956","19143","Osceola County, Iowa","P002001",6462
"957","19133","Monona County, Iowa","P002001",9243
"958","19135","Monroe County, Iowa","P002001",7970
"959","19137","Montgomery County, Iowa","P002001",10740
"960","19139","Muscatine County, Iowa","P002001",42745
"961","19141","O'Brien County, Iowa","P002001",14398
"962","19163","Scott County, Iowa","P002001",165224
"963","19145","Page County, Iowa","P002001",15932
"964","19147","Palo Alto County, Iowa","P002001",9421
"965","19149","Plymouth County, Iowa","P002001",24986
"966","19151","Pocahontas County, Iowa","P002001",7310
"967","19153","Polk County, Iowa","P002001",430640
"968","19155","Pottawattamie County, Iowa","P002001",93158
"969","19157","Poweshiek County, Iowa","P002001",18914
"970","19159","Ringgold County, Iowa","P002001",5131
"971","19165","Shelby County, Iowa","P002001",12167
"972","19161","Sac County, Iowa","P002001",10350
"973","19181","Warren County, Iowa","P002001",46225
"974","19167","Sioux County, Iowa","P002001",33704
"975","19169","Story County, Iowa","P002001",89542
"976","19171","Tama County, Iowa","P002001",17767
"977","19173","Taylor County, Iowa","P002001",6317
"978","19175","Union County, Iowa","P002001",12534
"979","19177","Van Buren County, Iowa","P002001",7570
"980","19179","Wapello County, Iowa","P002001",35625
"981","19193","Woodbury County, Iowa","P002001",102172
"982","19183","Washington County, Iowa","P002001",21704
"983","19185","Wayne County, Iowa","P002001",6403
"984","19187","Webster County, Iowa","P002001",38013
"985","19189","Winnebago County, Iowa","P002001",10866
"986","19191","Winneshiek County, Iowa","P002001",21056
"987","38049","McHenry County, North Dakota","P002001",5395
"988","38043","Kidder County, North Dakota","P002001",2435
"989","19063","Emmet County, Iowa","P002001",10302
"990","19049","Dallas County, Iowa","P002001",66135
"991","19051","Davis County, Iowa","P002001",8753
"992","19057","Des Moines County, Iowa","P002001",40325
"993","19053","Decatur County, Iowa","P002001",8457
"994","19055","Delaware County, Iowa","P002001",17764
"995","19059","Dickinson County, Iowa","P002001",16667
"996","19061","Dubuque County, Iowa","P002001",93653
"997","19075","Grundy County, Iowa","P002001",12453
"998","19065","Fayette County, Iowa","P002001",20880
"999","19067","Floyd County, Iowa","P002001",16303
"1000","19069","Franklin County, Iowa","P002001",10680
"1001","19071","Fremont County, Iowa","P002001",7441
"1002","19073","Greene County, Iowa","P002001",9336
"1003","19091","Humboldt County, Iowa","P002001",9815
"1004","19077","Guthrie County, Iowa","P002001",10954
"1005","19079","Hamilton County, Iowa","P002001",15673
"1006","19081","Hancock County, Iowa","P002001",11341
"1007","19083","Hardin County, Iowa","P002001",17534
"1008","19085","Harrison County, Iowa","P002001",14928
"1009","19087","Henry County, Iowa","P002001",20145
"1010","19089","Howard County, Iowa","P002001",9566
"1011","37141","Pender County, North Carolina","P002001",52217
"1012","19093","Ida County, Iowa","P002001",7089
"1013","19095","Iowa County, Iowa","P002001",16355
"1014","19097","Jackson County, Iowa","P002001",19848
"1015","37137","Pamlico County, North Carolina","P002001",13144
"1016","37139","Pasquotank County, North Carolina","P002001",40661
"1017","37153","Richmond County, North Carolina","P002001",46639
"1018","37143","Perquimans County, North Carolina","P002001",13453
"1019","37145","Person County, North Carolina","P002001",39464
"1020","37147","Pitt County, North Carolina","P002001",168148
"1021","37149","Polk County, North Carolina","P002001",20510
"1022","37151","Randolph County, North Carolina","P002001",141752
"1023","37169","Stokes County, North Carolina","P002001",47401
"1024","37161","Rutherford County, North Carolina","P002001",67810
"1025","37159","Rowan County, North Carolina","P002001",138428
"1026","37163","Sampson County, North Carolina","P002001",63431
"1027","37155","Robeson County, North Carolina","P002001",134168
"1028","37157","Rockingham County, North Carolina","P002001",93643
"1029","37165","Scotland County, North Carolina","P002001",36157
"1030","37167","Stanly County, North Carolina","P002001",60585
"1031","37181","Vance County, North Carolina","P002001",45422
"1032","37171","Surry County, North Carolina","P002001",73673
"1033","37173","Swain County, North Carolina","P002001",13981
"1034","37175","Transylvania County, North Carolina","P002001",33090
"1035","37177","Tyrrell County, North Carolina","P002001",4407
"1036","37179","Union County, North Carolina","P002001",201292
"1037","37195","Wilson County, North Carolina","P002001",81234
"1038","37183","Wake County, North Carolina","P002001",900993
"1039","37185","Warren County, North Carolina","P002001",20972
"1040","37187","Washington County, North Carolina","P002001",13228
"1041","37189","Watauga County, North Carolina","P002001",51079
"1042","37191","Wayne County, North Carolina","P002001",122623
"1043","37197","Yadkin County, North Carolina","P002001",38406
"1044","37193","Wilkes County, North Carolina","P002001",69340
"1045","37199","Yancey County, North Carolina","P002001",17818
"1046","38011","Bowman County, North Dakota","P002001",3151
"1047","38019","Cavalier County, North Dakota","P002001",3993
"1048","38001","Adams County, North Dakota","P002001",2343
"1049","38003","Barnes County, North Dakota","P002001",11066
"1050","38013","Burke County, North Dakota","P002001",1968
"1051","18101","Martin County, Indiana","P002001",10334
"1052","18091","LaPorte County, Indiana","P002001",111467
"1053","18093","Lawrence County, Indiana","P002001",46134
"1054","18095","Madison County, Indiana","P002001",131636
"1055","18097","Marion County, Indiana","P002001",903393
"1056","18099","Marshall County, Indiana","P002001",47051
"1057","18113","Noble County, Indiana","P002001",47536
"1058","18103","Miami County, Indiana","P002001",36903
"1059","18105","Monroe County, Indiana","P002001",137974
"1060","18107","Montgomery County, Indiana","P002001",38124
"1061","18109","Morgan County, Indiana","P002001",68894
"1062","18111","Newton County, Indiana","P002001",14244
"1063","18129","Posey County, Indiana","P002001",25910
"1064","18115","Ohio County, Indiana","P002001",6128
"1065","18117","Orange County, Indiana","P002001",19840
"1066","18119","Owen County, Indiana","P002001",21575
"1067","18121","Parke County, Indiana","P002001",17339
"1068","18123","Perry County, Indiana","P002001",19338
"1069","18127","Porter County, Indiana","P002001",164343
"1070","18125","Pike County, Indiana","P002001",12845
"1071","18141","St. Joseph County, Indiana","P002001",266931
"1072","18131","Pulaski County, Indiana","P002001",13402
"1073","18133","Putnam County, Indiana","P002001",37963
"1074","18135","Randolph County, Indiana","P002001",26171
"1075","18137","Ripley County, Indiana","P002001",28818
"1076","18139","Rush County, Indiana","P002001",17392
"1077","18157","Tippecanoe County, Indiana","P002001",172780
"1078","18143","Scott County, Indiana","P002001",24181
"1079","18145","Shelby County, Indiana","P002001",44436
"1080","18147","Spencer County, Indiana","P002001",20952
"1081","18149","Starke County, Indiana","P002001",23363
"1082","18151","Steuben County, Indiana","P002001",34185
"1083","18153","Sullivan County, Indiana","P002001",21475
"1084","18155","Switzerland County, Indiana","P002001",10613
"1085","18169","Wabash County, Indiana","P002001",32888
"1086","18165","Vermillion County, Indiana","P002001",16212
"1087","18167","Vigo County, Indiana","P002001",107848
"1088","18159","Tipton County, Indiana","P002001",15936
"1089","18161","Union County, Indiana","P002001",7516
"1090","18163","Vanderburgh County, Indiana","P002001",179703
"1091","37039","Cherokee County, North Carolina","P002001",27444
"1092","37025","Cabarrus County, North Carolina","P002001",178011
"1093","37027","Caldwell County, North Carolina","P002001",83029
"1094","37029","Camden County, North Carolina","P002001",9980
"1095","37031","Carteret County, North Carolina","P002001",66469
"1096","37033","Caswell County, North Carolina","P002001",23719
"1097","37035","Catawba County, North Carolina","P002001",154358
"1098","37037","Chatham County, North Carolina","P002001",63505
"1099","37049","Craven County, North Carolina","P002001",103505
"1100","37041","Chowan County, North Carolina","P002001",14793
"1101","37043","Clay County, North Carolina","P002001",10587
"1102","37045","Cleveland County, North Carolina","P002001",98078
"1103","37051","Cumberland County, North Carolina","P002001",319431
"1104","37047","Columbus County, North Carolina","P002001",58098
"1105","37067","Forsyth County, North Carolina","P002001",350670
"1106","37053","Currituck County, North Carolina","P002001",23547
"1107","37055","Dare County, North Carolina","P002001",33920
"1108","37057","Davidson County, North Carolina","P002001",162878
"1109","37059","Davie County, North Carolina","P002001",41240
"1110","37061","Duplin County, North Carolina","P002001",58505
"1111","37063","Durham County, North Carolina","P002001",267587
"1112","37065","Edgecombe County, North Carolina","P002001",56552
"1113","39081","Jefferson County, Ohio","P002001",69709
"1114","39099","Mahoning County, Ohio","P002001",238823
"1115","39085","Lake County, Ohio","P002001",230041
"1116","39087","Lawrence County, Ohio","P002001",62450
"1117","39089","Licking County, Ohio","P002001",166492
"1118","39097","Madison County, Ohio","P002001",43435
"1119","39095","Lucas County, Ohio","P002001",441815
"1120","39091","Logan County, Ohio","P002001",45858
"1121","39093","Lorain County, Ohio","P002001",301356
"1122","39111","Monroe County, Ohio","P002001",14642
"1123","39101","Marion County, Ohio","P002001",66501
"1124","39103","Medina County, Ohio","P002001",172332
"1125","39105","Meigs County, Ohio","P002001",23770
"1126","39107","Mercer County, Ohio","P002001",40814
"1127","39109","Miami County, Ohio","P002001",102506
"1128","39127","Perry County, Ohio","P002001",36058
"1129","39113","Montgomery County, Ohio","P002001",535153
"1130","39115","Morgan County, Ohio","P002001",15054
"1131","39117","Morrow County, Ohio","P002001",34827
"1132","39119","Muskingum County, Ohio","P002001",86074
"1133","39121","Noble County, Ohio","P002001",14645
"1134","39123","Ottawa County, Ohio","P002001",41428
"1135","39125","Paulding County, Ohio","P002001",19614
"1136","39139","Richland County, Ohio","P002001",124475
"1137","39129","Pickaway County, Ohio","P002001",55698
"1138","39131","Pike County, Ohio","P002001",28709
"1139","39133","Portage County, Ohio","P002001",161419
"1140","39135","Preble County, Ohio","P002001",42270
"1141","39137","Putnam County, Ohio","P002001",34499
"1142","39151","Stark County, Ohio","P002001",375586
"1143","39141","Ross County, Ohio","P002001",78064
"1144","39143","Sandusky County, Ohio","P002001",60944
"1145","39145","Scioto County, Ohio","P002001",79499
"1146","39147","Seneca County, Ohio","P002001",56745
"1147","39149","Shelby County, Ohio","P002001",49423
"1148","48327","Menard County, Texas","P002001",2242
"1149","48333","Mills County, Texas","P002001",4936
"1150","39153","Summit County, Ohio","P002001",541781
"1151","39155","Trumbull County, Ohio","P002001",210312
"1152","39161","Van Wert County, Ohio","P002001",28744
"1153","39157","Tuscarawas County, Ohio","P002001",92582
"1154","39159","Union County, Ohio","P002001",52300
"1155","39163","Vinton County, Ohio","P002001",13435
"1156","39165","Warren County, Ohio","P002001",212693
"1157","48329","Midland County, Texas","P002001",136872
"1158","48331","Milam County, Texas","P002001",24757
"1159","48345","Motley County, Texas","P002001",1210
"1160","48335","Mitchell County, Texas","P002001",9403
"1161","48337","Montague County, Texas","P002001",19719
"1162","48339","Montgomery County, Texas","P002001",455746
"1163","48341","Moore County, Texas","P002001",21904
"1164","48343","Morris County, Texas","P002001",12934
"1165","48367","Parker County, Texas","P002001",116927
"1166","48347","Nacogdoches County, Texas","P002001",64524
"1167","48349","Navarro County, Texas","P002001",47735
"1168","48351","Newton County, Texas","P002001",14445
"1169","48353","Nolan County, Texas","P002001",15216
"1170","48355","Nueces County, Texas","P002001",340223
"1171","48357","Ochiltree County, Texas","P002001",10223
"1172","48359","Oldham County, Texas","P002001",2052
"1173","48361","Orange County, Texas","P002001",81837
"1174","48365","Panola County, Texas","P002001",23796
"1175","48363","Palo Pinto County, Texas","P002001",28111
"1176","48379","Rains County, Texas","P002001",10914
"1177","48369","Parmer County, Texas","P002001",10269
"1178","48371","Pecos County, Texas","P002001",15507
"1179","48373","Polk County, Texas","P002001",45413
"1180","48375","Potter County, Texas","P002001",121073
"1181","48377","Presidio County, Texas","P002001",7818
"1182","48395","Robertson County, Texas","P002001",16622
"1183","48381","Randall County, Texas","P002001",120725
"1184","48383","Reagan County, Texas","P002001",3367
"1185","48385","Real County, Texas","P002001",3309
"1186","48387","Red River County, Texas","P002001",12860
"1187","48389","Reeves County, Texas","P002001",13783
"1188","48391","Refugio County, Texas","P002001",7383
"1189","48393","Roberts County, Texas","P002001",929
"1190","48407","San Jacinto County, Texas","P002001",26384
"1191","48397","Rockwall County, Texas","P002001",78337
"1192","48399","Runnels County, Texas","P002001",10501
"1193","48401","Rusk County, Texas","P002001",53330
"1194","48403","Sabine County, Texas","P002001",10834
"1195","48405","San Augustine County, Texas","P002001",8865
"1196","48429","Stephens County, Texas","P002001",9630
"1197","48409","San Patricio County, Texas","P002001",64804
"1198","48411","San Saba County, Texas","P002001",6131
"1199","48413","Schleicher County, Texas","P002001",3461
"1200","48415","Scurry County, Texas","P002001",16921
"1201","48417","Shackelford County, Texas","P002001",3378
"1202","48419","Shelby County, Texas","P002001",25448
"1203","48421","Sherman County, Texas","P002001",3034
"1204","48423","Smith County, Texas","P002001",209714
"1205","48427","Starr County, Texas","P002001",60968
"1206","48425","Somervell County, Texas","P002001",8490
"1207","48431","Sterling County, Texas","P002001",1143
"1208","48433","Stonewall County, Texas","P002001",1490
"1209","48435","Sutton County, Texas","P002001",4128
"1210","48437","Swisher County, Texas","P002001",7854
"1211","20123","Mitchell County, Kansas","P002001",6373
"1212","20125","Montgomery County, Kansas","P002001",35471
"1213","20129","Morton County, Kansas","P002001",3233
"1214","20131","Nemaha County, Kansas","P002001",10178
"1215","20147","Phillips County, Kansas","P002001",5642
"1216","20133","Neosho County, Kansas","P002001",16512
"1217","20135","Ness County, Kansas","P002001",3107
"1218","20137","Norton County, Kansas","P002001",5671
"1219","20139","Osage County, Kansas","P002001",16295
"1220","20141","Osborne County, Kansas","P002001",3858
"1221","20143","Ottawa County, Kansas","P002001",6091
"1222","20145","Pawnee County, Kansas","P002001",6973
"1223","20159","Rice County, Kansas","P002001",10083
"1224","20149","Pottawatomie County, Kansas","P002001",21604
"1225","20151","Pratt County, Kansas","P002001",9656
"1226","20153","Rawlins County, Kansas","P002001",2519
"1227","20155","Reno County, Kansas","P002001",64511
"1228","20157","Republic County, Kansas","P002001",4980
"1229","20175","Seward County, Kansas","P002001",22952
"1230","20167","Russell County, Kansas","P002001",6970
"1231","20165","Rush County, Kansas","P002001",3307
"1232","20169","Saline County, Kansas","P002001",55606
"1233","20161","Riley County, Kansas","P002001",71115
"1234","20163","Rooks County, Kansas","P002001",5181
"1235","20171","Scott County, Kansas","P002001",4936
"1236","20173","Sedgwick County, Kansas","P002001",498365
"1237","20187","Stanton County, Kansas","P002001",2235
"1238","20177","Shawnee County, Kansas","P002001",177934
"1239","20179","Sheridan County, Kansas","P002001",2556
"1240","38045","LaMoure County, North Dakota","P002001",4139
"1241","38065","Oliver County, North Dakota","P002001",1846
"1242","19195","Worth County, Iowa","P002001",7598
"1243","19197","Wright County, Iowa","P002001",13229
"1244","20001","Allen County, Kansas","P002001",13371
"1245","20011","Bourbon County, Kansas","P002001",15173
"1246","20013","Brown County, Kansas","P002001",9984
"1247","20005","Atchison County, Kansas","P002001",16924
"1248","20003","Anderson County, Kansas","P002001",8102
"1249","20007","Barber County, Kansas","P002001",4861
"1250","38055","McLean County, North Dakota","P002001",8962
"1251","38057","Mercer County, North Dakota","P002001",8424
"1252","38059","Morton County, North Dakota","P002001",27471
"1253","38061","Mountrail County, North Dakota","P002001",7673
"1254","38063","Nelson County, North Dakota","P002001",3126
"1255","38081","Sargent County, North Dakota","P002001",3829
"1256","38067","Pembina County, North Dakota","P002001",7413
"1257","38069","Pierce County, North Dakota","P002001",4357
"1258","38071","Ramsey County, North Dakota","P002001",11451
"1259","38073","Ransom County, North Dakota","P002001",5457
"1260","38075","Renville County, North Dakota","P002001",2470
"1261","38077","Richland County, North Dakota","P002001",16321
"1262","38079","Rolette County, North Dakota","P002001",13937
"1263","38093","Stutsman County, North Dakota","P002001",21100
"1264","38083","Sheridan County, North Dakota","P002001",1321
"1265","38085","Sioux County, North Dakota","P002001",4153
"1266","38087","Slope County, North Dakota","P002001",727
"1267","38089","Stark County, North Dakota","P002001",24199
"1268","38091","Steele County, North Dakota","P002001",1975
"1269","38105","Williams County, North Dakota","P002001",22398
"1270","38101","Ward County, North Dakota","P002001",61675
"1271","38103","Wells County, North Dakota","P002001",4207
"1272","38095","Towner County, North Dakota","P002001",2246
"1273","38097","Traill County, North Dakota","P002001",8121
"1274","38099","Walsh County, North Dakota","P002001",11119
"1275","39013","Belmont County, Ohio","P002001",70400
"1276","39003","Allen County, Ohio","P002001",106331
"1277","39001","Adams County, Ohio","P002001",28550
"1278","39007","Ashtabula County, Ohio","P002001",101497
"1279","39005","Ashland County, Ohio","P002001",53139
"1280","39009","Athens County, Ohio","P002001",64757
"1281","39015","Brown County, Ohio","P002001",44846
"1282","39011","Auglaize County, Ohio","P002001",45949
"1283","39017","Butler County, Ohio","P002001",368130
"1284","39019","Carroll County, Ohio","P002001",28836
"1285","39021","Champaign County, Ohio","P002001",40097
"1286","39037","Darke County, Ohio","P002001",52959
"1287","39023","Clark County, Ohio","P002001",138333
"1288","39025","Clermont County, Ohio","P002001",197363
"1289","39027","Clinton County, Ohio","P002001",42040
"1290","39029","Columbiana County, Ohio","P002001",107841
"1291","39031","Coshocton County, Ohio","P002001",36901
"1292","39033","Crawford County, Ohio","P002001",43784
"1293","39035","Cuyahoga County, Ohio","P002001",1280122
"1294","39049","Franklin County, Ohio","P002001",1163414
"1295","39039","Defiance County, Ohio","P002001",39037
"1296","39041","Delaware County, Ohio","P002001",174214
"1297","39043","Erie County, Ohio","P002001",77079
"1298","39047","Fayette County, Ohio","P002001",29030
"1299","39045","Fairfield County, Ohio","P002001",146156
"1300","48215","Hidalgo County, Texas","P002001",774769
"1301","48231","Hunt County, Texas","P002001",86129
"1302","39051","Fulton County, Ohio","P002001",42698
"1303","39053","Gallia County, Ohio","P002001",30934
"1304","48217","Hill County, Texas","P002001",35089
"1305","48219","Hockley County, Texas","P002001",22935
"1306","48221","Hood County, Texas","P002001",51182
"1307","48223","Hopkins County, Texas","P002001",35161
"1308","48225","Houston County, Texas","P002001",23732
"1309","48227","Howard County, Texas","P002001",35012
"1310","48229","Hudspeth County, Texas","P002001",3476
"1311","48249","Jim Wells County, Texas","P002001",40838
"1312","48233","Hutchinson County, Texas","P002001",22150
"1313","48235","Irion County, Texas","P002001",1599
"1314","48237","Jack County, Texas","P002001",9044
"1315","48245","Jefferson County, Texas","P002001",252273
"1316","48247","Jim Hogg County, Texas","P002001",5300
"1317","48239","Jackson County, Texas","P002001",14075
"1318","48241","Jasper County, Texas","P002001",35710
"1319","48243","Jeff Davis County, Texas","P002001",2342
"1320","48265","Kerr County, Texas","P002001",49625
"1321","48251","Johnson County, Texas","P002001",150934
"1322","48253","Jones County, Texas","P002001",20202
"1323","48255","Karnes County, Texas","P002001",14824
"1324","48257","Kaufman County, Texas","P002001",103350
"1325","48259","Kendall County, Texas","P002001",33410
"1326","48261","Kenedy County, Texas","P002001",416
"1327","48263","Kent County, Texas","P002001",808
"1328","48277","Lamar County, Texas","P002001",49793
"1329","48267","Kimble County, Texas","P002001",4607
"1330","48269","King County, Texas","P002001",286
"1331","48271","Kinney County, Texas","P002001",3598
"1332","48273","Kleberg County, Texas","P002001",32061
"1333","48275","Knox County, Texas","P002001",3719
"1334","48293","Limestone County, Texas","P002001",23384
"1335","48279","Lamb County, Texas","P002001",13977
"1336","48281","Lampasas County, Texas","P002001",19677
"1337","48283","La Salle County, Texas","P002001",6886
"1338","48285","Lavaca County, Texas","P002001",19263
"1339","48287","Lee County, Texas","P002001",16612
"1340","48289","Leon County, Texas","P002001",16801
"1341","48291","Liberty County, Texas","P002001",75643
"1342","48303","Lubbock County, Texas","P002001",278831
"1343","48295","Lipscomb County, Texas","P002001",3302
"1344","48297","Live Oak County, Texas","P002001",11531
"1345","48299","Llano County, Texas","P002001",19301
"1346","48305","Lynn County, Texas","P002001",5915
"1347","48301","Loving County, Texas","P002001",82
"1348","48317","Martin County, Texas","P002001",4799
"1349","48307","McCulloch County, Texas","P002001",8283
"1350","48309","McLennan County, Texas","P002001",234906
"1351","48311","McMullen County, Texas","P002001",707
"1352","48313","Madison County, Texas","P002001",13664
"1353","48315","Marion County, Texas","P002001",10546
"1354","48319","Mason County, Texas","P002001",4012
"1355","48321","Matagorda County, Texas","P002001",36702
"1356","48323","Maverick County, Texas","P002001",54258
"1357","48325","Medina County, Texas","P002001",46006
"1358","20009","Barton County, Kansas","P002001",27674
"1359","20017","Chase County, Kansas","P002001",2790
"1360","20015","Butler County, Kansas","P002001",65880
"1361","20051","Ellis County, Kansas","P002001",28452
