"","GEOID","NAME","variable","value"
"1666","41021","Gilliam County, Oregon","P002001",1871
"1667","41023","Grant County, Oregon","P002001",7445
"1668","41039","Lane County, Oregon","P002001",351715
"1669","41025","Harney County, Oregon","P002001",7422
"1670","41027","Hood River County, Oregon","P002001",22346
"1671","41029","Jackson County, Oregon","P002001",203206
"1672","41035","Klamath County, Oregon","P002001",66380
"1673","41037","Lake County, Oregon","P002001",7895
"1674","41031","Jefferson County, Oregon","P002001",21720
"1675","41033","Josephine County, Oregon","P002001",82713
"1676","41051","Multnomah County, Oregon","P002001",735334
"1677","41041","Lincoln County, Oregon","P002001",46034
"1678","41043","Linn County, Oregon","P002001",116672
"1679","41045","Malheur County, Oregon","P002001",31313
"1680","41047","Marion County, Oregon","P002001",315335
"1681","41049","Morrow County, Oregon","P002001",11173
"1682","49043","Summit County, Utah","P002001",36324
"1683","49045","Tooele County, Utah","P002001",58218
"1684","49057","Weber County, Utah","P002001",231236
"1685","41053","Polk County, Oregon","P002001",75403
"1686","41055","Sherman County, Oregon","P002001",1765
"1687","41057","Tillamook County, Oregon","P002001",25250
"1688","41059","Umatilla County, Oregon","P002001",75889
"1689","49047","Uintah County, Utah","P002001",32588
"1690","49049","Utah County, Utah","P002001",516564
"1691","49051","Wasatch County, Utah","P002001",23530
"1692","49053","Washington County, Utah","P002001",138115
"1693","49055","Wayne County, Utah","P002001",2778
"1694","50015","Lamoille County, Vermont","P002001",24475
"1695","50001","Addison County, Vermont","P002001",36821
"1696","50003","Bennington County, Vermont","P002001",37125
"1697","50005","Caledonia County, Vermont","P002001",31227
"1698","50007","Chittenden County, Vermont","P002001",156545
"1699","50009","Essex County, Vermont","P002001",6306
"1700","50011","Franklin County, Vermont","P002001",47746
"1701","50013","Grand Isle County, Vermont","P002001",6970
"1702","50025","Windham County, Vermont","P002001",44513
"1703","50017","Orange County, Vermont","P002001",28936
"1704","50019","Orleans County, Vermont","P002001",27231
"1705","50021","Rutland County, Vermont","P002001",61642
"1706","50027","Windsor County, Vermont","P002001",56670
"1707","50023","Washington County, Vermont","P002001",59534
"1708","51025","Brunswick County, Virginia","P002001",17434
"1709","51027","Buchanan County, Virginia","P002001",24098
"1710","51023","Botetourt County, Virginia","P002001",33148
"1711","51001","Accomack County, Virginia","P002001",33164
"1712","51003","Albemarle County, Virginia","P002001",98970
"1713","51005","Alleghany County, Virginia","P002001",16250
"1714","51007","Amelia County, Virginia","P002001",12690
"1715","51009","Amherst County, Virginia","P002001",32353
"1716","51011","Appomattox County, Virginia","P002001",14973
"1717","51013","Arlington County, Virginia","P002001",207627
"1718","51017","Bath County, Virginia","P002001",4731
"1719","51021","Bland County, Virginia","P002001",6824
"1720","51015","Augusta County, Virginia","P002001",73750
"1721","51019","Bedford County, Virginia","P002001",68676
"1722","51043","Clarke County, Virginia","P002001",14034
"1723","51029","Buckingham County, Virginia","P002001",17146
"1724","51031","Campbell County, Virginia","P002001",54842
"1725","51036","Charles City County, Virginia","P002001",7256
"1726","51033","Caroline County, Virginia","P002001",28545
"1727","51035","Carroll County, Virginia","P002001",30042
"1728","51037","Charlotte County, Virginia","P002001",12586
"1729","51041","Chesterfield County, Virginia","P002001",316236
"1730","51057","Essex County, Virginia","P002001",11151
"1731","51045","Craig County, Virginia","P002001",5190
"1732","51047","Culpeper County, Virginia","P002001",46689
"1733","51049","Cumberland County, Virginia","P002001",10052
"1734","51051","Dickenson County, Virginia","P002001",15903
"1735","51053","Dinwiddie County, Virginia","P002001",28001
"1736","20181","Sherman County, Kansas","P002001",6010
"1737","20183","Smith County, Kansas","P002001",3853
"1738","20185","Stafford County, Kansas","P002001",4437
"1739","20209","Wyandotte County, Kansas","P002001",157505
"1740","20189","Stevens County, Kansas","P002001",5724
"1741","20191","Sumner County, Kansas","P002001",24132
"1742","20193","Thomas County, Kansas","P002001",7900
"1743","20195","Trego County, Kansas","P002001",3001
"1744","20197","Wabaunsee County, Kansas","P002001",7053
"1745","20199","Wallace County, Kansas","P002001",1485
"1746","20201","Washington County, Kansas","P002001",5799
"1747","20203","Wichita County, Kansas","P002001",2234
"1748","20207","Woodson County, Kansas","P002001",3309
"1749","20205","Wilson County, Kansas","P002001",9409
"1750","21011","Bath County, Kentucky","P002001",11591
"1751","21003","Allen County, Kentucky","P002001",19956
"1752","21007","Ballard County, Kentucky","P002001",8249
"1753","21013","Bell County, Kentucky","P002001",28691
"1754","21005","Anderson County, Kentucky","P002001",21421
"1755","21001","Adair County, Kentucky","P002001",18656
"1756","21009","Barren County, Kentucky","P002001",42173
"1757","21015","Boone County, Kentucky","P002001",118811
"1758","21019","Boyd County, Kentucky","P002001",49542
"1759","21021","Boyle County, Kentucky","P002001",28432
"1760","21017","Bourbon County, Kentucky","P002001",19985
"1761","39167","Washington County, Ohio","P002001",61778
"1762","40011","Blaine County, Oklahoma","P002001",11943
"1763","21025","Breathitt County, Kentucky","P002001",13878
"1764","21027","Breckinridge County, Kentucky","P002001",20059
"1765","39169","Wayne County, Ohio","P002001",114520
"1766","39171","Williams County, Ohio","P002001",37642
"1767","39173","Wood County, Ohio","P002001",125488
"1768","39175","Wyandot County, Ohio","P002001",22615
"1769","40001","Adair County, Oklahoma","P002001",22683
"1770","40003","Alfalfa County, Oklahoma","P002001",5642
"1771","40007","Beaver County, Oklahoma","P002001",5636
"1772","40005","Atoka County, Oklahoma","P002001",14182
"1773","40009","Beckham County, Oklahoma","P002001",22119
"1774","40013","Bryan County, Oklahoma","P002001",42416
"1775","40015","Caddo County, Oklahoma","P002001",29600
"1776","40023","Choctaw County, Oklahoma","P002001",15205
"1777","40025","Cimarron County, Oklahoma","P002001",2475
"1778","40029","Coal County, Oklahoma","P002001",5925
"1779","40031","Comanche County, Oklahoma","P002001",124098
"1780","40021","Cherokee County, Oklahoma","P002001",46987
"1781","40045","Ellis County, Oklahoma","P002001",4151
"1782","40017","Canadian County, Oklahoma","P002001",115541
"1783","40019","Carter County, Oklahoma","P002001",47557
"1784","40027","Cleveland County, Oklahoma","P002001",255755
"1785","40033","Cotton County, Oklahoma","P002001",6193
"1786","40035","Craig County, Oklahoma","P002001",15029
"1787","40037","Creek County, Oklahoma","P002001",69967
"1788","40039","Custer County, Oklahoma","P002001",27469
"1789","40041","Delaware County, Oklahoma","P002001",41487
"1790","40047","Garfield County, Oklahoma","P002001",60580
"1791","40043","Dewey County, Oklahoma","P002001",4810
"1792","40059","Harper County, Oklahoma","P002001",3685
"1793","40049","Garvin County, Oklahoma","P002001",27576
"1794","40051","Grady County, Oklahoma","P002001",52431
"1795","40053","Grant County, Oklahoma","P002001",4527
"1796","40055","Greer County, Oklahoma","P002001",6239
"1797","40057","Harmon County, Oklahoma","P002001",2922
"1798","40075","Kiowa County, Oklahoma","P002001",9446
"1799","55045","Green County, Wisconsin","P002001",36842
"1800","55047","Green Lake County, Wisconsin","P002001",19051
"1801","55049","Iowa County, Wisconsin","P002001",23687
"1802","55051","Iron County, Wisconsin","P002001",5916
"1803","55053","Jackson County, Wisconsin","P002001",20449
"1804","17039","De Witt County, Illinois","P002001",16561
"1805","17041","Douglas County, Illinois","P002001",19980
"1806","17057","Fulton County, Illinois","P002001",37069
"1807","34021","Mercer County, New Jersey","P002001",366513
"1808","34023","Middlesex County, New Jersey","P002001",809858
"1809","34025","Monmouth County, New Jersey","P002001",630380
"1810","26125","Oakland County, Michigan","P002001",1202362
"1811","55057","Juneau County, Wisconsin","P002001",26664
"1812","55059","Kenosha County, Wisconsin","P002001",166426
"1813","26111","Midland County, Michigan","P002001",83629
"1814","26113","Missaukee County, Michigan","P002001",14849
"1815","26115","Monroe County, Michigan","P002001",152021
"1816","26117","Montcalm County, Michigan","P002001",63342
"1817","26119","Montmorency County, Michigan","P002001",9765
"1818","26121","Muskegon County, Michigan","P002001",172188
"1819","26123","Newaygo County, Michigan","P002001",48460
"1820","26137","Otsego County, Michigan","P002001",24164
"1821","26127","Oceana County, Michigan","P002001",26570
"1822","26129","Ogemaw County, Michigan","P002001",21699
"1823","26131","Ontonagon County, Michigan","P002001",6780
"1824","26133","Osceola County, Michigan","P002001",23528
"1825","26135","Oscoda County, Michigan","P002001",8640
"1826","26153","Schoolcraft County, Michigan","P002001",8485
"1827","26139","Ottawa County, Michigan","P002001",263801
"1828","26141","Presque Isle County, Michigan","P002001",13376
"1829","26143","Roscommon County, Michigan","P002001",24449
"1830","26145","Saginaw County, Michigan","P002001",200169
"1831","26147","St. Clair County, Michigan","P002001",163040
"1832","26149","St. Joseph County, Michigan","P002001",61295
"1833","26151","Sanilac County, Michigan","P002001",43114
"1834","26163","Wayne County, Michigan","P002001",1820584
"1835","26155","Shiawassee County, Michigan","P002001",70648
"1836","26157","Tuscola County, Michigan","P002001",55729
"1837","26159","Van Buren County, Michigan","P002001",76258
"1838","26165","Wexford County, Michigan","P002001",32735
"1839","26161","Washtenaw County, Michigan","P002001",344791
"1840","27013","Blue Earth County, Minnesota","P002001",64013
"1841","27015","Brown County, Minnesota","P002001",25893
"1842","27011","Big Stone County, Minnesota","P002001",5269
"1843","27001","Aitkin County, Minnesota","P002001",16202
"1844","27003","Anoka County, Minnesota","P002001",330844
"1845","27007","Beltrami County, Minnesota","P002001",44442
"1846","27005","Becker County, Minnesota","P002001",32504
"1847","27009","Benton County, Minnesota","P002001",38451
"1848","27027","Clay County, Minnesota","P002001",58999
"1849","27017","Carlton County, Minnesota","P002001",35386
"1850","27019","Carver County, Minnesota","P002001",91042
"1851","27021","Cass County, Minnesota","P002001",28567
"1852","27023","Chippewa County, Minnesota","P002001",12441
"1853","27025","Chisago County, Minnesota","P002001",53887
"1854","27043","Faribault County, Minnesota","P002001",14553
"1855","27029","Clearwater County, Minnesota","P002001",8695
"1856","27031","Cook County, Minnesota","P002001",5176
"1857","27033","Cottonwood County, Minnesota","P002001",11687
"1858","27035","Crow Wing County, Minnesota","P002001",62500
"1859","27037","Dakota County, Minnesota","P002001",398552
"1860","27039","Dodge County, Minnesota","P002001",20087
"1861","27041","Douglas County, Minnesota","P002001",36009
"1862","47057","Grainger County, Tennessee","P002001",22657
"1863","47065","Hamilton County, Tennessee","P002001",336463
"1864","47073","Hawkins County, Tennessee","P002001",56833
"1865","34027","Morris County, New Jersey","P002001",492276
"1866","34029","Ocean County, New Jersey","P002001",576567
"1867","17043","DuPage County, Illinois","P002001",916924
"1868","17045","Edgar County, Illinois","P002001",18576
"1869","17053","Ford County, Illinois","P002001",14081
"1870","17055","Franklin County, Illinois","P002001",39561
"1871","17047","Edwards County, Illinois","P002001",6721
"1872","17049","Effingham County, Illinois","P002001",34242
"1873","17051","Fayette County, Illinois","P002001",22140
"1874","17069","Hardin County, Illinois","P002001",4320
"1875","17059","Gallatin County, Illinois","P002001",5589
"1876","17061","Greene County, Illinois","P002001",13886
"1877","17063","Grundy County, Illinois","P002001",50063
"1878","17065","Hamilton County, Illinois","P002001",8457
"1879","17067","Hancock County, Illinois","P002001",19104
"1880","17091","Kankakee County, Illinois","P002001",113449
"1881","17071","Henderson County, Illinois","P002001",7331
"1882","17073","Henry County, Illinois","P002001",50486
"1883","17075","Iroquois County, Illinois","P002001",29718
"1884","17077","Jackson County, Illinois","P002001",60218
"1885","17079","Jasper County, Illinois","P002001",9698
"1886","17081","Jefferson County, Illinois","P002001",38827
"1887","17083","Jersey County, Illinois","P002001",22985
"1888","17085","Jo Daviess County, Illinois","P002001",22678
"1889","17087","Johnson County, Illinois","P002001",12582
"1890","17089","Kane County, Illinois","P002001",515269
"1891","17099","LaSalle County, Illinois","P002001",113924
"1892","17101","Lawrence County, Illinois","P002001",16833
"1893","17103","Lee County, Illinois","P002001",36031
"1894","17113","McLean County, Illinois","P002001",169572
"1895","17093","Kendall County, Illinois","P002001",114736
"1896","17095","Knox County, Illinois","P002001",52919
"1897","17097","Lake County, Illinois","P002001",703462
"1898","17105","Livingston County, Illinois","P002001",38950
"1899","17107","Logan County, Illinois","P002001",30305
"1900","17109","McDonough County, Illinois","P002001",32612
"1901","17111","McHenry County, Illinois","P002001",308760
"1902","17125","Mason County, Illinois","P002001",14666
"1903","17115","Macon County, Illinois","P002001",110768
"1904","17117","Macoupin County, Illinois","P002001",47765
"1905","17119","Madison County, Illinois","P002001",269282
"1906","17121","Marion County, Illinois","P002001",39437
"1907","17123","Marshall County, Illinois","P002001",12640
"1908","17141","Ogle County, Illinois","P002001",53497
"1909","17127","Massac County, Illinois","P002001",15429
"1910","17129","Menard County, Illinois","P002001",12705
"1911","17131","Mercer County, Illinois","P002001",16434
"1912","17137","Morgan County, Illinois","P002001",35547
"1913","17139","Moultrie County, Illinois","P002001",14846
"1914","17133","Monroe County, Illinois","P002001",32957
"1915","17135","Montgomery County, Illinois","P002001",30104
"1916","17149","Pike County, Illinois","P002001",16430
"1917","17143","Peoria County, Illinois","P002001",186494
"1918","17145","Perry County, Illinois","P002001",22350
"1919","17147","Piatt County, Illinois","P002001",16729
"1920","42003","Allegheny County, Pennsylvania","P002001",1223348
"1921","42005","Armstrong County, Pennsylvania","P002001",68941
"1922","42009","Bedford County, Pennsylvania","P002001",49762
"1923","42013","Blair County, Pennsylvania","P002001",127089
"1924","42011","Berks County, Pennsylvania","P002001",411442
"1925","42057","Fulton County, Pennsylvania","P002001",14845
"1926","42015","Bradford County, Pennsylvania","P002001",62622
"1927","42017","Bucks County, Pennsylvania","P002001",625249
"1928","42025","Carbon County, Pennsylvania","P002001",65249
"1929","42027","Centre County, Pennsylvania","P002001",153990
"1930","42029","Chester County, Pennsylvania","P002001",498886
"1931","42021","Cambria County, Pennsylvania","P002001",143679
"1932","42023","Cameron County, Pennsylvania","P002001",5085
"1933","42035","Clinton County, Pennsylvania","P002001",39238
"1934","42039","Crawford County, Pennsylvania","P002001",88765
"1935","42041","Cumberland County, Pennsylvania","P002001",235406
"1936","42043","Dauphin County, Pennsylvania","P002001",268100
"1937","42045","Delaware County, Pennsylvania","P002001",558979
"1938","42047","Elk County, Pennsylvania","P002001",31946
"1939","42049","Erie County, Pennsylvania","P002001",280566
"1940","42051","Fayette County, Pennsylvania","P002001",136606
"1941","42053","Forest County, Pennsylvania","P002001",7716
"1942","42055","Franklin County, Pennsylvania","P002001",149618
"1943","42019","Butler County, Pennsylvania","P002001",183862
"1944","42031","Clarion County, Pennsylvania","P002001",39988
"1945","42033","Clearfield County, Pennsylvania","P002001",81642
"1946","42037","Columbia County, Pennsylvania","P002001",67295
"1947","42069","Lackawanna County, Pennsylvania","P002001",214437
"1948","42059","Greene County, Pennsylvania","P002001",38686
"1949","42061","Huntingdon County, Pennsylvania","P002001",45913
"1950","42063","Indiana County, Pennsylvania","P002001",88880
"1951","42065","Jefferson County, Pennsylvania","P002001",45200
"1952","42067","Juniata County, Pennsylvania","P002001",24636
"1953","42091","Montgomery County, Pennsylvania","P002001",799874
"1954","42071","Lancaster County, Pennsylvania","P002001",519445
"1955","42073","Lawrence County, Pennsylvania","P002001",91108
"1956","42075","Lebanon County, Pennsylvania","P002001",133568
"1957","42077","Lehigh County, Pennsylvania","P002001",349497
"1958","42079","Luzerne County, Pennsylvania","P002001",320918
"1959","42081","Lycoming County, Pennsylvania","P002001",116111
"1960","42087","Mifflin County, Pennsylvania","P002001",46682
"1961","42089","Monroe County, Pennsylvania","P002001",169842
"1962","42083","McKean County, Pennsylvania","P002001",43450
"1963","42085","Mercer County, Pennsylvania","P002001",116638
"1964","51071","Giles County, Virginia","P002001",17286
"1965","51073","Gloucester County, Virginia","P002001",36858
"1966","51085","Hanover County, Virginia","P002001",99863
"1967","42093","Montour County, Pennsylvania","P002001",18267
"1968","42095","Northampton County, Pennsylvania","P002001",297735
"1969","42097","Northumberland County, Pennsylvania","P002001",94528
"1970","42099","Perry County, Pennsylvania","P002001",45969
"1971","51077","Grayson County, Virginia","P002001",15533
"1972","51075","Goochland County, Virginia","P002001",21717
"1973","51079","Greene County, Virginia","P002001",18403
"1974","51081","Greensville County, Virginia","P002001",12243
"1975","51083","Halifax County, Virginia","P002001",36241
"1976","51101","King William County, Virginia","P002001",15935
"1977","51087","Henrico County, Virginia","P002001",306935
"1978","51089","Henry County, Virginia","P002001",54151
"1979","51091","Highland County, Virginia","P002001",2321
"1980","47075","Haywood County, Tennessee","P002001",18787
"1981","47095","Lake County, Tennessee","P002001",7832
"1982","27045","Fillmore County, Minnesota","P002001",20866
"1983","27047","Freeborn County, Minnesota","P002001",31255
"1984","27049","Goodhue County, Minnesota","P002001",46183
"1985","27057","Hubbard County, Minnesota","P002001",20428
"1986","27051","Grant County, Minnesota","P002001",6018
"1987","27053","Hennepin County, Minnesota","P002001",1152425
"1988","47081","Hickman County, Tennessee","P002001",24690
"1989","47083","Houston County, Tennessee","P002001",8426
"1990","47085","Humphreys County, Tennessee","P002001",18538
"1991","47087","Jackson County, Tennessee","P002001",11638
"1992","47089","Jefferson County, Tennessee","P002001",51407
"1993","47091","Johnson County, Tennessee","P002001",18244
"1994","47093","Knox County, Tennessee","P002001",432226
"1995","47071","Hardin County, Tennessee","P002001",26026
"1996","47079","Henry County, Tennessee","P002001",32330
"1997","47117","Marshall County, Tennessee","P002001",30617
"1998","47097","Lauderdale County, Tennessee","P002001",27815
"1999","47099","Lawrence County, Tennessee","P002001",41869
"2000","47101","Lewis County, Tennessee","P002001",12161
"2001","47103","Lincoln County, Tennessee","P002001",33361
"2002","47105","Loudon County, Tennessee","P002001",48556
"2003","47107","McMinn County, Tennessee","P002001",52266
"2004","47111","Macon County, Tennessee","P002001",22248
"2005","47109","McNairy County, Tennessee","P002001",26075
"2006","47113","Madison County, Tennessee","P002001",98294
"2007","47115","Marion County, Tennessee","P002001",28237
"2008","47129","Morgan County, Tennessee","P002001",21987
"2009","47119","Maury County, Tennessee","P002001",80956
"2010","47121","Meigs County, Tennessee","P002001",11753
"2011","47123","Monroe County, Tennessee","P002001",44519
"2012","47125","Montgomery County, Tennessee","P002001",172331
"2013","47127","Moore County, Tennessee","P002001",6362
"2014","47151","Scott County, Tennessee","P002001",22228
"2015","47131","Obion County, Tennessee","P002001",31807
"2016","47133","Overton County, Tennessee","P002001",22083
"2017","47135","Perry County, Tennessee","P002001",7915
"2018","47137","Pickett County, Tennessee","P002001",5077
"2019","47139","Polk County, Tennessee","P002001",16825
"2020","47141","Putnam County, Tennessee","P002001",72321
"2021","47143","Rhea County, Tennessee","P002001",31809
"2022","47145","Roane County, Tennessee","P002001",54181
"2023","47149","Rutherford County, Tennessee","P002001",262604
"2024","47147","Robertson County, Tennessee","P002001",66283
"2025","47163","Sullivan County, Tennessee","P002001",156823
"2026","47153","Sequatchie County, Tennessee","P002001",14112
"2027","47155","Sevier County, Tennessee","P002001",89889
"2028","47157","Shelby County, Tennessee","P002001",927644
"2029","47159","Smith County, Tennessee","P002001",19166
"2030","47161","Stewart County, Tennessee","P002001",13324
"2031","47175","Van Buren County, Tennessee","P002001",5548
"2032","47177","Warren County, Tennessee","P002001",39839
"2033","47185","White County, Tennessee","P002001",25841
"2034","55061","Kewaunee County, Wisconsin","P002001",20574
"2035","55071","Manitowoc County, Wisconsin","P002001",81442
"2036","47165","Sumner County, Tennessee","P002001",160645
"2037","47167","Tipton County, Tennessee","P002001",61081
"2038","47169","Trousdale County, Tennessee","P002001",7870
"2039","47171","Unicoi County, Tennessee","P002001",18313
"2040","47173","Union County, Tennessee","P002001",19109
"2041","55067","Langlade County, Wisconsin","P002001",19977
"2042","51093","Isle of Wight County, Virginia","P002001",35270
"2043","51095","James City County, Virginia","P002001",67009
"2044","51097","King and Queen County, Virginia","P002001",6945
"2045","51099","King George County, Virginia","P002001",23584
"2046","51113","Madison County, Virginia","P002001",13308
"2047","51103","Lancaster County, Virginia","P002001",11391
"2048","51105","Lee County, Virginia","P002001",25587
"2049","51107","Loudoun County, Virginia","P002001",312311
"2050","51109","Louisa County, Virginia","P002001",33153
"2051","51111","Lunenburg County, Virginia","P002001",12914
"2052","51133","Northumberland County, Virginia","P002001",12330
"2053","51115","Mathews County, Virginia","P002001",8978
"2054","51117","Mecklenburg County, Virginia","P002001",32727
"2055","51119","Middlesex County, Virginia","P002001",10959
"2056","51121","Montgomery County, Virginia","P002001",94392
"2057","51125","Nelson County, Virginia","P002001",15020
"2058","51127","New Kent County, Virginia","P002001",18429
"2059","51131","Northampton County, Virginia","P002001",12389
"2060","51145","Powhatan County, Virginia","P002001",28046
"2061","51135","Nottoway County, Virginia","P002001",15853
"2062","51137","Orange County, Virginia","P002001",33481
"2063","51139","Page County, Virginia","P002001",24042
"2064","51143","Pittsylvania County, Virginia","P002001",63506
"2065","51141","Patrick County, Virginia","P002001",18490
"2066","51159","Richmond County, Virginia","P002001",9254
"2067","51147","Prince Edward County, Virginia","P002001",23368
"2068","51149","Prince George County, Virginia","P002001",35725
"2069","51153","Prince William County, Virginia","P002001",402002
"2070","51155","Pulaski County, Virginia","P002001",34872
"2071","51157","Rappahannock County, Virginia","P002001",7373
"2072","51175","Southampton County, Virginia","P002001",18570
"2073","51161","Roanoke County, Virginia","P002001",92376
"2074","51163","Rockbridge County, Virginia","P002001",22307
"2075","51165","Rockingham County, Virginia","P002001",76314
"2076","51167","Russell County, Virginia","P002001",28897
"2077","51169","Scott County, Virginia","P002001",23177
"2078","51171","Shenandoah County, Virginia","P002001",41993
"2079","51173","Smyth County, Virginia","P002001",32208
"2080","51187","Warren County, Virginia","P002001",37575
"2081","51177","Spotsylvania County, Virginia","P002001",122397
"2082","51179","Stafford County, Virginia","P002001",128961
"2083","51181","Surry County, Virginia","P002001",7058
"2084","51183","Sussex County, Virginia","P002001",12087
"2085","51185","Tazewell County, Virginia","P002001",45078
"2086","55069","Lincoln County, Wisconsin","P002001",28743
"2087","55063","La Crosse County, Wisconsin","P002001",114638
"2088","55065","Lafayette County, Wisconsin","P002001",16836
"2089","55081","Monroe County, Wisconsin","P002001",44673
"2090","55073","Marathon County, Wisconsin","P002001",134063
"2091","55075","Marinette County, Wisconsin","P002001",41749
"2092","55077","Marquette County, Wisconsin","P002001",15404
"2093","55078","Menominee County, Wisconsin","P002001",4232
"2094","55079","Milwaukee County, Wisconsin","P002001",947735
"2095","55093","Pierce County, Wisconsin","P002001",41019
"2096","55083","Oconto County, Wisconsin","P002001",37660
"2097","55085","Oneida County, Wisconsin","P002001",35998
"2098","55087","Outagamie County, Wisconsin","P002001",176695
"2099","55089","Ozaukee County, Wisconsin","P002001",86395
"2100","55091","Pepin County, Wisconsin","P002001",7469
"2101","55109","St. Croix County, Wisconsin","P002001",84345
"2102","55095","Polk County, Wisconsin","P002001",44205
"2103","55097","Portage County, Wisconsin","P002001",70019
"2104","55099","Price County, Wisconsin","P002001",14159
"2105","55101","Racine County, Wisconsin","P002001",195408
"2106","55103","Richland County, Wisconsin","P002001",18021
"2107","55105","Rock County, Wisconsin","P002001",160331
"2108","55107","Rusk County, Wisconsin","P002001",14755
"2109","55131","Washington County, Wisconsin","P002001",131887
"2110","55111","Sauk County, Wisconsin","P002001",61976
"2111","55113","Sawyer County, Wisconsin","P002001",16557
"2112","55115","Shawano County, Wisconsin","P002001",41949
"2113","55117","Sheboygan County, Wisconsin","P002001",115507
"2114","55119","Taylor County, Wisconsin","P002001",20689
"2115","55121","Trempealeau County, Wisconsin","P002001",28816
"2116","55125","Vilas County, Wisconsin","P002001",21430
"2117","55123","Vernon County, Wisconsin","P002001",29773
"2118","55127","Walworth County, Wisconsin","P002001",102228
"2119","55129","Washburn County, Wisconsin","P002001",15911
"2120","56001","Albany County, Wyoming","P002001",36299
"2121","55133","Waukesha County, Wisconsin","P002001",389891
"2122","55135","Waupaca County, Wisconsin","P002001",52410
"2123","55137","Waushara County, Wisconsin","P002001",24496
"2124","55139","Winnebago County, Wisconsin","P002001",166994
"2125","55141","Wood County, Wisconsin","P002001",74749
"2126","56023","Lincoln County, Wyoming","P002001",18106
"2127","56003","Big Horn County, Wyoming","P002001",11668
"2128","56005","Campbell County, Wyoming","P002001",46133
"2129","56007","Carbon County, Wyoming","P002001",15885
"2130","56009","Converse County, Wyoming","P002001",13833
"2131","56011","Crook County, Wyoming","P002001",7083
"2132","56013","Fremont County, Wyoming","P002001",40123
"2133","56015","Goshen County, Wyoming","P002001",13249
"2134","56017","Hot Springs County, Wyoming","P002001",4812
"2135","56019","Johnson County, Wyoming","P002001",8569
"2136","56021","Laramie County, Wyoming","P002001",91738
"2137","13121","Fulton County, Georgia","P002001",920581
"2138","13149","Heard County, Georgia","P002001",11834
"2139","56025","Natrona County, Wyoming","P002001",75450
"2140","56027","Niobrara County, Wyoming","P002001",2484
"2141","13123","Gilmer County, Georgia","P002001",28292
"2142","13125","Glascock County, Georgia","P002001",3082
"2143","13133","Greene County, Georgia","P002001",15994
"2144","13135","Gwinnett County, Georgia","P002001",805321
"2145","13127","Glynn County, Georgia","P002001",79626
"2146","13131","Grady County, Georgia","P002001",25011
"2147","13139","Hall County, Georgia","P002001",179684
"2148","22009","Avoyelles Parish, Louisiana","P002001",42073
"2149","22013","Bienville Parish, Louisiana","P002001",14353
"2150","22023","Cameron Parish, Louisiana","P002001",6839
"2151","22015","Bossier Parish, Louisiana","P002001",116979
"2152","22017","Caddo Parish, Louisiana","P002001",254969
"2153","22019","Calcasieu Parish, Louisiana","P002001",192768
"2154","22021","Caldwell Parish, Louisiana","P002001",10132
"2155","22035","East Carroll Parish, Louisiana","P002001",7759
"2156","22025","Catahoula Parish, Louisiana","P002001",10407
"2157","22027","Claiborne Parish, Louisiana","P002001",17195
"2158","22029","Concordia Parish, Louisiana","P002001",20822
"2159","22031","De Soto Parish, Louisiana","P002001",26656
"2160","22033","East Baton Rouge Parish, Louisiana","P002001",440171
"2161","22057","Lafourche Parish, Louisiana","P002001",96318
"2162","22037","East Feliciana Parish, Louisiana","P002001",20267
"2163","13141","Hancock County, Georgia","P002001",9429
"2164","13143","Haralson County, Georgia","P002001",28780
"2165","13145","Harris County, Georgia","P002001",32024
"2166","13147","Hart County, Georgia","P002001",25213
"2167","13171","Lamar County, Georgia","P002001",18317
"2168","13151","Henry County, Georgia","P002001",203922
"2169","13153","Houston County, Georgia","P002001",139900
"2170","13155","Irwin County, Georgia","P002001",9538
"2171","13159","Jasper County, Georgia","P002001",13900
"2172","13161","Jeff Davis County, Georgia","P002001",15068
"2173","13163","Jefferson County, Georgia","P002001",16930
"2174","13165","Jenkins County, Georgia","P002001",8340
"2175","13167","Johnson County, Georgia","P002001",9980
"2176","13169","Jones County, Georgia","P002001",28669
"2177","13129","Gordon County, Georgia","P002001",55186
"2178","13137","Habersham County, Georgia","P002001",43041
"2179","13157","Jackson County, Georgia","P002001",60485
"2180","13193","Macon County, Georgia","P002001",14740
"2181","13173","Lanier County, Georgia","P002001",10078
"2182","13175","Laurens County, Georgia","P002001",48434
"2183","13177","Lee County, Georgia","P002001",28298
"2184","13179","Liberty County, Georgia","P002001",63453
"2185","13181","Lincoln County, Georgia","P002001",7996
"2186","13183","Long County, Georgia","P002001",14464
"2187","13185","Lowndes County, Georgia","P002001",109233
"2188","13187","Lumpkin County, Georgia","P002001",29966
"2189","13189","McDuffie County, Georgia","P002001",21875
"2190","13191","McIntosh County, Georgia","P002001",14333
"2191","13207","Monroe County, Georgia","P002001",26424
"2192","13195","Madison County, Georgia","P002001",28120
"2193","13197","Marion County, Georgia","P002001",8742
"2194","13199","Meriwether County, Georgia","P002001",21992
"2195","13201","Miller County, Georgia","P002001",6125
"2196","13205","Mitchell County, Georgia","P002001",23498
"2197","13219","Oconee County, Georgia","P002001",32808
"2198","13209","Montgomery County, Georgia","P002001",9123
"2199","13211","Morgan County, Georgia","P002001",17868
"2200","13213","Murray County, Georgia","P002001",39628
"2201","13215","Muscogee County, Georgia","P002001",189885
"2202","13217","Newton County, Georgia","P002001",99958
